,screen_name,name,organization,position,gender,followers_count,following_count,tweet_count,user_created_at,verified,protected,original,quote,reply,retweet,tweets_in_dataset,reply_to_count,replying_count
373551099,KevinBogardus,"Bogardus, Kevin J.",E&E News,Agencies Reporter,M,2709,2297,12178,Wed Sep 14 19:46:11 +0000 2011,False,False,60.0,32.0,67.0,554.0,713.0,7,3
4492722868,JacklynWille,"Wille, Jacklyn",Bloomberg BNA,Retirement & Health Reporter,F,526,397,1293,Tue Dec 15 14:02:35 +0000 2015,True,False,71.0,28.0,10.0,41.0,150.0,7,3
7768402,ryanjreilly,"Reilly, Ryan",Huffington Post,Senior Justice Reporter,M,87587,7376,41913,Fri Jul 27 19:01:55 +0000 2007,True,False,184.0,35.0,257.0,362.0,838.0,7,2
24844300,MKhan47,"Khan, Mariam",ABC News,Reporter & Producer,F,5054,1666,11611,Tue Mar 17 05:17:34 +0000 2009,True,False,267.0,25.0,17.0,198.0,507.0,7,2
309670240,whitney_hurst,"Hurst, Whitney",Aljazeera English,"Producer, Diplomacy",F,3504,3326,4525,Thu Jun 02 13:36:13 +0000 2011,False,False,30.0,18.0,15.0,83.0,146.0,7,2
142359854,marinakoren,"Koren, Marina",The Atlantic,Reporter,F,3029,2513,14581,Mon May 10 17:40:10 +0000 2010,True,False,38.0,7.0,66.0,37.0,148.0,7,2
15617668,nathanhurst,"Hurst, Nate",C–SPAN,Producer,M,1441,1667,2762,Sun Jul 27 04:49:07 +0000 2008,False,False,24.0,6.0,9.0,23.0,62.0,7,2
293303534,NPRmelissablock,"Block, Melissa",National Public Radio,Special Correspondent,F,60951,1363,7174,Thu May 05 03:25:19 +0000 2011,True,False,65.0,17.0,30.0,78.0,190.0,7,1
28049266,ajjaffe,"Jaffe, Alexandra",Vice News,"Producer, Vice News Tonight",F,28675,2453,33603,Wed Apr 01 04:19:21 +0000 2009,True,False,49.0,39.0,20.0,73.0,181.0,7,1
177336591,elizabethjdias,"Dias, Elizabeth J.",Time Magazine,Religion & Politics Correspondent,F,14654,2645,9106,Wed Aug 11 21:48:08 +0000 2010,True,False,20.0,21.0,21.0,40.0,102.0,7,1
553840400,priscialva,"Alvarez, Priscilla N.",The Atlantic,Assistant Editor,F,2428,894,1784,Sat Apr 14 21:16:32 +0000 2012,True,False,62.0,21.0,20.0,88.0,191.0,7,1
15754348,emlybelz,"Belz, Emily C.",World Magazine,Reporter,F,1945,585,7401,Wed Aug 06 20:00:34 +0000 2008,False,False,45.0,14.0,64.0,28.0,151.0,7,1
321797990,JennVasquez_DC,"Vasquez, Jennifer",WRC–TV / NBC–4,Producer,F,1418,960,6802,Wed Jun 22 04:27:10 +0000 2011,False,False,100.0,45.0,13.0,69.0,227.0,7,1
213396616,SWINTERSMITH,"Wintermsmith, Saraya",WNEW / CBS DC,Former: Producer,F,827,2433,5232,Mon Nov 08 20:33:41 +0000 2010,False,False,48.0,24.0,41.0,34.0,147.0,7,1
162088517,tiffanymullon,"Mullon, Tiffany",Fox News,producer,F,424,1032,1350,Fri Jul 02 17:32:05 +0000 2010,False,False,16.0,14.0,10.0,64.0,104.0,7,1
14529929,jaketapper,"Tapper, Jake",CNN,Anchor & Chief Washington Correspondent,M,1305680,5757,148143,Fri Apr 25 17:23:28 +0000 2008,True,False,1316.0,287.0,1040.0,2435.0,5078.0,6,6
16187637,ChadPergram,"Pergram, Chad",Fox News,congressional reporter for fox news,M,59305,15686,61461,Mon Sep 08 17:25:20 +0000 2008,True,False,2693.0,0.0,0.0,0.0,2693.0,6,6
19785811,dwallbank,"Wallbank, Derek",Bloomberg News,Reporter,M,4262,1779,29377,Fri Jan 30 20:15:28 +0000 2009,True,False,86.0,105.0,102.0,44.0,337.0,6,6
284639726,AndreaDrusch,"Drusch, Andrea Michelle",National Journal,Reporter,F,2534,1770,4466,Tue Apr 19 17:30:55 +0000 2011,True,False,63.0,10.0,7.0,31.0,111.0,6,6
16031927,greta,"Van Susteren, Greta",MSNBC,"Anchor, For the Record",F,1186850,2146,116645,Thu Aug 28 20:04:54 +0000 2008,True,False,907.0,3069.0,22.0,794.0,4792.0,6,5
21534951,adamgoldmanNYT,"Goldman, Adam",New York Times,FBI & National Security Reporter,M,71083,347,21333,Sun Feb 22 01:33:40 +0000 2009,True,False,384.0,73.0,130.0,186.0,773.0,6,5
15570213,kevcirilli,"Cirilli, Kevin N.",Bloomberg TV,Chief Washington Correspondent,M,21992,2644,26227,Wed Jul 23 19:14:48 +0000 2008,True,False,382.0,114.0,13.0,672.0,1181.0,6,5
52573702,awzurcher,"Zurcher, Anthony",BBC,Senior North America Reporter,M,14049,1582,13866,Wed Jul 01 00:26:01 +0000 2009,True,False,230.0,566.0,287.0,150.0,1233.0,6,5
16441088,jestei,"Steinhauer, Jennifer",New York Times,Congress Reporter,F,13452,1000,11993,Wed Sep 24 21:03:18 +0000 2008,False,False,91.0,55.0,21.0,237.0,404.0,6,5
46447090,karoun,"Demirjian, Karoun",Washington Post,National Security & Foreign Policy Reporter,F,8209,1951,15104,Thu Jun 11 18:04:29 +0000 2009,False,False,107.0,94.0,19.0,389.0,609.0,6,5
173925279,susanferrechio,"Ferrechio, Susan",Washington Examiner,Chief Congressional Correspondent,F,6467,1683,5893,Mon Aug 02 18:07:14 +0000 2010,True,False,124.0,121.0,39.0,133.0,417.0,6,5
15146659,JSwiftTWS,"Swift, James A.",Weekly Standard,Deputy Online Editor,M,5691,2103,84245,Tue Jun 17 15:19:03 +0000 2008,True,False,528.0,349.0,830.0,905.0,2612.0,6,5
107865996,Alexruoff,"Ruoff, Alex",Bloomberg BNA,Health Policy Reporter,M,1751,1168,4249,Sun Jan 24 01:19:21 +0000 2010,True,False,152.0,0.0,213.0,230.0,595.0,6,5
177944746,geofkoss,"Koss, Geof",E&E News,Congressional Reporter,M,972,1046,6771,Fri Aug 13 13:28:15 +0000 2010,False,False,52.0,48.0,3.0,223.0,326.0,6,5
250784170,StuPolitics,"Rothenberg, Stuart",InsidePolitics,Editor,M,33757,415,15759,Fri Feb 11 20:09:49 +0000 2011,False,False,325.0,514.0,253.0,608.0,1700.0,6,4
269911034,YAppelbaum,"Appelbaum, Yonatan A.",The Atlantic,Senior Editor,M,21655,500,15297,Mon Mar 21 17:35:37 +0000 2011,True,False,181.0,53.0,254.0,151.0,639.0,6,4
165204211,AndrewRestuccia,"Restuccia, Andrew M.",Politico,Senior Policy Reporter,M,16032,1959,8403,Sat Jul 10 22:40:04 +0000 2010,True,False,48.0,9.0,11.0,137.0,205.0,6,4
47632905,Jordanfabian,"Fabian, Jordan H.",The Hill,White House Correspondent,M,15313,1816,41341,Tue Jun 16 14:13:13 +0000 2009,True,False,315.0,128.0,50.0,266.0,759.0,6,4
45604374,HouseInSession,"House, Billy",Bloomberg News,Congressional Correspondent,M,7026,671,4921,Mon Jun 08 16:30:40 +0000 2009,False,False,229.0,92.0,7.0,20.0,348.0,6,4
2342371519,TaraCopp,"Copp, Tara",Washington Examiner,Pentagon Correspondent,F,4220,1118,4535,Thu Feb 13 18:01:19 +0000 2014,True,False,235.0,31.0,57.0,89.0,412.0,6,4
280299519,Joseph_Marks_,"Marks, Joseph H.",Government Executive,"Cybersecurity Reporter, Nextgov",M,2916,1065,9306,Mon Apr 11 02:07:22 +0000 2011,True,False,133.0,36.0,54.0,90.0,313.0,6,4
116953703,ellengilmer,"Gilmer, Ellen M.",E&E News,Legal Reporter,F,2217,707,7564,Wed Feb 24 02:47:04 +0000 2010,False,False,101.0,40.0,26.0,90.0,257.0,6,4
3015900740,MCrizvi,"Rizvi, Ali",McClatchy,Video Journalist,M,287,310,6165,Mon Feb 09 22:06:38 +0000 2015,False,False,71.0,76.0,154.0,494.0,795.0,6,4
15219854,OhMyGOFF,"Goff, Angie",WRC–TV / NBC–4,Reporter / Broadcast Journalist,F,55947,18197,79321,Tue Jun 24 14:22:52 +0000 2008,True,False,499.0,112.0,651.0,38.0,1300.0,6,3
237477771,juliehdavis,"Davis, Julie",New York Times,White House Reporter,F,49821,808,5557,Wed Jan 12 23:04:39 +0000 2011,True,False,186.0,99.0,19.0,106.0,410.0,6,3
95072551,betsyscribeindc,"Rothstein, Betsy",Daily Caller,Media & Gossip Blogger,F,7030,4908,16820,Sun Dec 06 21:07:04 +0000 2009,True,False,284.0,148.0,279.0,112.0,823.0,6,3
114887629,LisaMascaro,"Mascaro, Lisa",Los Angeles Times,"Congress Reporter, LA Times & Chicago Tribune",F,5321,1554,13285,Tue Feb 16 23:02:43 +0000 2010,True,False,404.0,86.0,7.0,288.0,785.0,6,3
172482310,News_with_Love,"Love, Alysha",CNN,Multi-Platform Editor,F,4799,1299,4278,Thu Jul 29 20:38:57 +0000 2010,True,False,32.0,13.0,16.0,43.0,104.0,6,3
462169232,ec_schneider,"Schneider, Elena C.",Politico,Campaign Reporter,F,4784,1161,13108,Thu Jan 12 17:03:02 +0000 2012,True,False,217.0,97.0,12.0,229.0,555.0,6,3
3353220134,WardDPatrick,"Ward, Patrick",Fox News,"Associate Producer, Fox News Sunday",M,2498,1031,8314,Wed Aug 26 23:04:21 +0000 2015,True,False,341.0,209.0,195.0,359.0,1104.0,6,3
21434408,EmilyMiller,"Miller, Emily",Freelance,Journalist & Author,F,58891,2383,35874,Fri Feb 20 21:11:55 +0000 2009,True,False,60.0,200.0,164.0,21.0,445.0,6,2
303898942,MichLKosinski,"Kosinski, Michelle",CNN,Senior Diplomatic Correspondent,F,32883,613,6562,Mon May 23 16:08:37 +0000 2011,True,False,255.0,9.0,65.0,53.0,382.0,6,2
26559241,fordm,"Ford, Matt S.",The Atlantic,Associate Editor,M,27571,3789,92283,Wed Mar 25 18:39:00 +0000 2009,True,False,268.0,120.0,562.0,318.0,1268.0,6,2
17289717,byersalex,"Byers, Alex",Politico,Tech Policy Reporter,M,5857,2724,19219,Mon Nov 10 16:42:46 +0000 2008,True,False,91.0,69.0,31.0,115.0,306.0,6,2
345158526,ashuppy,"Shuppy, Anne",CQ Roll Call,"Legislative Analyst, CQ Now",F,2273,1449,4942,Sat Jul 30 04:22:29 +0000 2011,False,False,10.0,26.0,34.0,8.0,78.0,6,2
20811261,jayneore,"Orenstein, Jayne",Washingtonpost.com,Video Reporter,F,825,968,1180,Fri Feb 13 22:00:31 +0000 2009,False,False,24.0,16.0,9.0,20.0,69.0,6,2
18174520,SuzyKhimm,"Khimm, Suzy",Freelance,Journalist,F,17744,997,20084,Tue Dec 16 22:17:48 +0000 2008,True,False,12.0,2.0,9.0,44.0,67.0,6,1
46941602,GoldieStandard,"Blumenstyk, Goldie",Chronicle of Higher Education,Business Reporter,F,7633,1194,6677,Sat Jun 13 18:57:35 +0000 2009,True,False,45.0,79.0,41.0,76.0,241.0,6,1
22057964,karinfischer,"Fischer, Karin",Chronicle of Higher Education,International Reporter,F,4980,249,7317,Thu Feb 26 20:36:15 +0000 2009,True,False,65.0,33.0,17.0,32.0,147.0,6,1
599469717,ZoeSCarpenter,"Carpenter, Zoe",Nation,Editor,F,2798,1190,1219,Mon Jun 04 16:50:01 +0000 2012,True,False,9.0,3.0,8.0,9.0,29.0,6,1
58812628,lmorello_dc,"Morello, Lauren",Nature,U.S. News Editor,F,2264,842,3562,Tue Jul 21 14:43:44 +0000 2009,True,False,9.0,9.0,16.0,8.0,42.0,6,1
147666390,ReenaJF,"Flores, Reena",Politico,Video Producer,F,1366,2461,5021,Mon May 24 18:47:16 +0000 2010,False,False,7.0,16.0,7.0,13.0,43.0,6,1
1113320360,HMongilio,"Mongilio, Heather",Carroll County Times,heather.mongilio@carrollcountytimes.com,F,639,881,5317,Wed Jan 23 03:22:13 +0000 2013,False,False,89.0,5.0,31.0,11.0,136.0,6,1
879591559,loreelew,"Lewis, Loretta",Talk Radio News Service,Defense Reporter,F,348,3181,1273,Sun Oct 14 07:42:03 +0000 2012,False,False,7.0,5.0,9.0,10.0,31.0,6,1
21316253,ZekeJMiller,"Miller, Zeke J.",Time Magazine,White House Correspondent,M,198517,5430,161148,Thu Feb 19 17:01:16 +0000 2009,True,False,1271.0,258.0,30.0,547.0,2106.0,5,5
36890646,danmericaCNN,"Merica, Daniel",CNN,Political Producer,M,59283,2051,28914,Fri May 01 05:21:55 +0000 2009,True,False,379.0,189.0,46.0,97.0,711.0,5,5
115564212,IsaacDovere,"Dovere, Edward-Isaac",Politico,Chief Washington Correspondent,M,37483,797,31492,Fri Feb 19 03:10:56 +0000 2010,True,False,544.0,481.0,98.0,205.0,1328.0,5,5
242418441,singernews,"Singer, Paul",USA Today,Politics Editor & Washington Correspondent,M,13799,1374,17580,Mon Jan 24 18:56:39 +0000 2011,True,False,210.0,159.0,82.0,116.0,567.0,5,5
90478926,MikeSacksEsq,"Sacks, Mike",Scripps Howard News Service,National Political Correspondent,M,9289,1053,22404,Mon Nov 16 20:40:53 +0000 2009,True,False,261.0,223.0,560.0,708.0,1752.0,5,5
21842781,DHBerman,"Berman, Dan",CNN,Digital Enterprise Editor,M,7081,2372,25716,Wed Feb 25 06:25:31 +0000 2009,True,False,182.0,12.0,30.0,201.0,425.0,5,5
245412130,APAndrewTaylor,"Taylor, Andrew",Associated Press,Congress Reporter,M,4326,994,2844,Mon Jan 31 16:55:46 +0000 2011,False,False,25.0,17.0,78.0,6.0,126.0,5,5
606430919,NateWeixel,"Weixel, Nathaniel L.",The Hill,"Senior Health Reporter, The Hill Extra",M,1328,1052,5261,Tue Jun 12 16:10:20 +0000 2012,True,False,159.0,126.0,177.0,320.0,782.0,5,5
225265639,ddale8,"Dale, Daniel",Toronto Star,Washington Correspondent,M,180671,778,69807,Sat Dec 11 04:18:41 +0000 2010,True,False,666.0,210.0,848.0,772.0,2496.0,5,4
18172905,rickklein,"Klein, Richard",ABC News,Political Director,M,109170,4885,70877,Tue Dec 16 21:12:28 +0000 2008,True,False,539.0,107.0,154.0,407.0,1207.0,5,4
112526560,kenvogel,"Vogel, Kenneth P.",Politico,Chief Investigative Reporter,M,53894,1174,26303,Mon Feb 08 20:39:32 +0000 2010,True,False,222.0,66.0,163.0,90.0,541.0,5,4
230450027,gdebenedetti,"Debenedetti, Gabriel A.",Politico,National Political Reporter,M,41563,215,26591,Sat Dec 25 14:21:35 +0000 2010,True,False,174.0,119.0,143.0,137.0,573.0,5,4
119048111,barbarastarrcnn,"Starr, Barbara",CNN,Pentagon Correspondent,F,35410,947,9434,Tue Mar 02 14:22:12 +0000 2010,True,False,135.0,25.0,2.0,525.0,687.0,5,4
16072058,mikememoli,"Memoli, Michael",Los Angeles Times,Reporter,M,31988,1889,46818,Sun Aug 31 22:50:48 +0000 2008,True,False,309.0,122.0,78.0,369.0,878.0,5,4
269448653,NYTnickc,"Corasaniti, Nick",New York Times,Political Reporter,M,16336,1556,25651,Sun Mar 20 20:12:54 +0000 2011,True,False,151.0,138.0,78.0,539.0,906.0,5,4
235216696,nbcaaron,"Gilchrist, Aaron",WRC–TV / NBC–4,Anchor,M,15041,606,14852,Fri Jan 07 17:00:38 +0000 2011,True,False,108.0,6.0,15.0,187.0,316.0,5,4
13804112,gregorykorte,"Korte, Gregory",USA Today,White House Correspondent,M,12518,1887,15032,Fri Feb 22 04:01:25 +0000 2008,True,False,181.0,39.0,185.0,46.0,451.0,5,4
243470492,AndreaMcCarren,"McCarren, Andrea",WUSA–TV,Multimedia Journalist / Reporter,F,11420,3720,20714,Thu Jan 27 03:27:17 +0000 2011,True,False,148.0,7.0,158.0,462.0,775.0,5,4
41704988,Kevinliptakcnn,"Liptak, Kevin",CNN,White House Producer,M,10100,782,2165,Thu May 21 23:50:49 +0000 2009,True,False,77.0,12.0,5.0,35.0,129.0,5,4
16067683,pauldemko,"Demko, Paul Jeffrey",Politico,Healthcare Reporter,M,8170,1083,11298,Sun Aug 31 15:59:52 +0000 2008,True,False,267.0,79.0,0.0,318.0,664.0,5,4
164273824,DaveClark_AFP,"Clark, David",Agence France-Presse,Diplomatic Correspondent,M,7816,3063,19763,Thu Jul 08 13:29:28 +0000 2010,True,False,101.0,106.0,249.0,287.0,743.0,5,4
161298188,ABC7Autria,"Godfrey, Autria",WJLA–TV / Newschannel 8,Good Morning Washington Anchor,F,4998,435,4101,Wed Jun 30 13:54:53 +0000 2010,True,False,16.0,84.0,21.0,49.0,170.0,5,4
305649821,BlakeSobczak,"Sobczak, Blake H.",E&E News,Cybersecurity Reporter,M,2078,1070,11194,Thu May 26 15:32:57 +0000 2011,False,False,140.0,43.0,119.0,187.0,489.0,5,4
2976622546,wusa9blord,"Lord, William",WUSA–TV,News Director,M,1343,1100,982,Tue Jan 13 15:18:53 +0000 2015,True,False,11.0,3.0,1.0,1.0,16.0,5,4
18983793,ShannonBream,"Bream, Shannon",Fox News,Correspondent,F,217167,1308,24925,Wed Jan 14 17:21:51 +0000 2009,True,False,146.0,118.0,4.0,59.0,327.0,5,3
27882000,jamiedupree,"Dupree, Jamie",Cox Broadcasting,Congressional Reporter,M,140848,29,46181,Tue Mar 31 14:36:53 +0000 2009,True,False,841.0,234.0,993.0,40.0,2108.0,5,3
34371118,EliLake,"Lake, Eli",Bloomberg News,"Columnist, Bloomberg View",M,65617,4099,34536,Wed Apr 22 19:32:29 +0000 2009,True,False,238.0,156.0,441.0,258.0,1093.0,5,3
16625082,ryanobles,"Nobles, Ryan",CNN,Washington Correspondent,M,22419,1507,30455,Tue Oct 07 03:16:20 +0000 2008,True,False,247.0,94.0,139.0,49.0,529.0,5,3
28902856,toddzwillich,"Zwillich, Todd",WNYC,Correspondent and Host at WNYC,M,16661,1904,35080,Sun Apr 05 00:24:38 +0000 2009,True,False,272.0,127.0,75.0,134.0,608.0,5,3
119784462,caitlinzemma,"Emma, Caitlin Z.",Politico,Education Reporter,F,10870,3288,23456,Thu Mar 04 16:52:19 +0000 2010,True,False,251.0,112.0,54.0,218.0,635.0,5,3
105290832,c_cauterucci,"Cauterucci, Christina",Slate,Staff Writer,F,4458,1155,6965,Fri Jan 15 23:16:54 +0000 2010,True,False,47.0,28.0,30.0,42.0,147.0,5,3
20453211,markseibel,"Seibel, Mark",McClatchy Newspapers,Chief of Correspondents,M,3970,1179,16848,Mon Feb 09 18:11:12 +0000 2009,True,False,378.0,16.0,25.0,65.0,484.0,5,3
19079225,FRoseDC,"Rose, Francis",WJLA–TV / Newschannel 8,"Host, Government Matters",M,2726,1045,10133,Fri Jan 16 18:38:54 +0000 2009,False,False,14.0,44.0,62.0,93.0,213.0,5,3
47404357,tatecurtis,"Tate, Curtis",McClatchy Newspapers,Washington Correspondent,M,2600,2728,22388,Mon Jun 15 18:28:04 +0000 2009,True,False,137.0,22.0,44.0,804.0,1007.0,5,3
217083195,dliebelson,"Liebelson, Dana",Huffington Post,Reporter,F,15731,999,13401,Thu Nov 18 14:54:42 +0000 2010,True,False,154.0,35.0,31.0,185.0,405.0,5,2
240737740,MarcusReports,"Weisgerber, Marcus A.",Defense One,Global Business Editor,M,15142,1148,7763,Thu Jan 20 16:39:00 +0000 2011,True,False,80.0,16.0,45.0,68.0,209.0,5,2
282609416,KennethMoton,"Moton, Kenneth",ABC News,Correspondent & Multi-Platform Reporter,M,8748,929,15379,Fri Apr 15 14:58:00 +0000 2011,True,False,81.0,60.0,23.0,164.0,328.0,5,2
764476890,srl,"Levine, Sam",Huffington Post,Associate Politics Editor,M,6110,719,8297,Fri Aug 17 21:28:38 +0000 2012,True,False,386.0,117.0,55.0,105.0,663.0,5,2
185206779,ABC7Bri,"Carter, Brianne",WJLA–TV / Newschannel 8,Transportation Reporter,F,4042,991,16115,Tue Aug 31 13:20:54 +0000 2010,True,False,260.0,35.0,36.0,210.0,541.0,5,2
42142849,rebeccarnelson,"Nelson, Rebecca R.",Cosmopolitan,Senior Political Writer,F,3178,1420,7790,Sun May 24 02:09:55 +0000 2009,True,False,171.0,39.0,45.0,71.0,326.0,5,2
117932428,Sara_Reardon,"Reardon, Sara N.",Nature,Biomedical Research & Policy Reporter,F,3029,812,2061,Sat Feb 27 02:42:02 +0000 2010,True,False,21.0,13.0,23.0,25.0,82.0,5,2
17679229,TiffanyStecker,"Stecker, Tiffany Anne",Bloomberg BNA,Biotech & Pesticides Reporter,F,3022,2359,7275,Thu Nov 27 14:36:56 +0000 2008,True,False,79.0,27.0,16.0,120.0,242.0,5,2
11125672,dmccabe,"McCabe, David C.",Axios,Tech Reporter,M,2412,2449,8593,Thu Dec 13 13:00:03 +0000 2007,True,False,109.0,43.0,153.0,70.0,375.0,5,2
135991437,cherylbolen,"Bolen, Cheryl",Bloomberg BNA,White House Reporter,F,1988,589,6591,Thu Apr 22 18:54:01 +0000 2010,True,False,274.0,7.0,39.0,169.0,489.0,5,2
211258358,AndrewUjifusa,"Ujifusa, Andrew",Education Week,Federal Politics & Policy Reporter,M,1923,1315,5997,Tue Nov 02 19:21:42 +0000 2010,False,False,66.0,5.0,34.0,60.0,165.0,5,2
277959406,MedResJourno,"Baumann, Jeannie",Bloomberg BNA,"Reporter, Medical Research Law Report",F,819,715,2799,Wed Apr 06 09:47:01 +0000 2011,True,False,98.0,17.0,11.0,178.0,304.0,5,2
34305464,anarvirji,"Virji, Anar",Aljazeera English,Producer,F,799,1598,10020,Wed Apr 22 15:42:28 +0000 2009,False,False,26.0,47.0,30.0,622.0,725.0,5,2
179615725,mullenphoto,"Mullen, Christopher",WUSA–TV,Photojournalist,M,429,300,1760,Tue Aug 17 18:37:20 +0000 2010,False,False,21.0,6.0,32.0,3.0,62.0,5,2
18989685,LailaAlarian,"Alarian, Laila",Aljazeera English,"Senior Producer & Investigative Reporter, Fault Lines",F,8157,1682,2907,Wed Jan 14 18:58:55 +0000 2009,True,False,16.0,2.0,8.0,32.0,58.0,5,1
19600190,alinaselyukh,"Selyukh, Alina",National Public Radio,All Tech Considered Blog Host,F,3398,1317,5222,Tue Jan 27 16:34:35 +0000 2009,True,False,18.0,39.0,29.0,32.0,118.0,5,1
72473481,Maddie_Marshall,"Marshall, Madeline",Wall Street Journal,Video Journalist,F,2724,1364,12694,Tue Sep 08 04:44:03 +0000 2009,True,False,57.0,19.0,72.0,124.0,272.0,5,1
60602656,mcottle,"Cottle, M. Michelle",The Atlantic,Contributing Editor,F,1935,577,1948,Mon Jul 27 13:53:03 +0000 2009,False,False,86.0,78.0,14.0,28.0,206.0,5,1
15147900,EJia9,"Jia, Elizabeth",WUSA–TV,Multimedia Journalist & Producer,F,1380,1269,6311,Tue Jun 17 17:14:41 +0000 2008,False,False,100.0,6.0,34.0,202.0,342.0,5,1
62525647,caroline_jones_,"Jones, Caroline E.",Washington City Paper,City Lights Editor,F,724,1095,2477,Mon Aug 03 14:23:51 +0000 2009,False,False,11.0,9.0,18.0,6.0,44.0,5,1
28722356,vaferguson,"Ferguson, Ellyn",CQ Roll Call,"Food Reporter, CQ Now",F,511,309,7093,Sat Apr 04 02:45:01 +0000 2009,False,False,9.0,13.0,26.0,874.0,922.0,5,1
108617810,DanaBashCNN,"Bash, Dana",CNN,Chief Political Correspondent,F,281861,937,8757,Tue Jan 26 14:24:27 +0000 2010,True,False,50.0,79.0,1.0,117.0,247.0,4,4
33919343,AshleyRParker,"Parker, Ashley",Washington Post,White House Reporter,F,122382,2342,12433,Tue Apr 21 14:28:57 +0000 2009,True,False,172.0,67.0,11.0,120.0,370.0,4,4
21307076,SusanPage,"Page, Susan",USA Today,Washington Bureau Chief,F,48675,1158,18176,Thu Feb 19 15:24:13 +0000 2009,True,False,97.0,192.0,50.0,135.0,474.0,4,4
222622640,dcbigjohn,"Stanton, John",BuzzFeed,Senior National Correspondent,M,42968,2944,61576,Fri Dec 03 23:26:47 +0000 2010,True,False,156.0,72.0,217.0,402.0,847.0,4,4
11680962,jmsummers,"Summers, Juana",CNN,Senior writer,F,18711,1315,45629,Mon Dec 31 06:50:35 +0000 2007,True,False,14.0,17.0,4.0,43.0,78.0,4,4
27347950,JonathanTamari,"Tamari, Jonathan",Philadelphia Inquirer,D.C. Correspondent,M,10130,1051,26513,Sun Mar 29 00:57:29 +0000 2009,True,False,405.0,242.0,132.0,278.0,1057.0,4,4
20114089,DelWilber,"Wilber, Del Quentin",Los Angeles Times,Justice Department Reporter,M,6804,2050,24148,Thu Feb 05 02:03:53 +0000 2009,True,False,104.0,201.0,200.0,1116.0,1621.0,4,4
13262862,HowardMortman,"Mortman, Howard",C–SPAN,Communications Director,M,6211,4672,38406,Fri Feb 08 20:49:25 +0000 2008,False,False,819.0,43.0,135.0,292.0,1289.0,4,4
787969735,AlisonStarling7,"Starling, Alison",WJLA–TV / Newschannel 8,Anchor for WJLA,F,4316,1379,2603,Tue Aug 28 22:16:15 +0000 2012,True,False,104.0,72.0,2.0,174.0,352.0,4,4
17124559,josephlawler,"Lawler, Joseph",Washington Examiner,Economics Reporter,M,2780,943,17442,Mon Nov 03 02:53:53 +0000 2008,True,False,87.0,59.0,109.0,50.0,305.0,4,4
23848444,martinmatishak,"Matishak, Martin",Politico,"Cybersecurity Reporter, Politico Pro",M,2266,2031,10811,Wed Mar 11 23:01:07 +0000 2009,False,False,147.0,82.0,27.0,155.0,411.0,4,4
22492599,MortonOWH,"Morton, Joseph",Omaha World-Herald,Washington Bureau Chief,M,2091,1167,5062,Mon Mar 02 15:14:23 +0000 2009,False,False,85.0,75.0,47.0,168.0,375.0,4,4
234879892,Ed_Demaria,"Demaria, Ed",NBC News,"Segment Editor, Meet the Press",M,1535,931,37097,Thu Jan 06 20:13:44 +0000 2011,False,False,251.0,171.0,180.0,353.0,955.0,4,4
61734492,Fahrenthold,"Fahrenthold, David",Washington Post,Political Reporter,M,451778,3457,27573,Fri Jul 31 09:29:37 +0000 2009,True,False,141.0,184.0,41.0,2505.0,2871.0,4,3
27058591,AndrewBeatty,"Beatty, Andrew",Agence France-Presse,White House Correspondent,M,27395,2248,22169,Fri Mar 27 18:02:33 +0000 2009,True,False,220.0,193.0,254.0,239.0,906.0,4,3
163995093,AlexNBCNews,"Moe, Alexandra",NBC News,Capitol Hill Producer,F,21689,1467,20174,Wed Jul 07 19:50:44 +0000 2010,True,False,287.0,162.0,8.0,256.0,713.0,4,3
30970039,DevlinBarrett,"Barrett, Devlin",Wall Street Journal / Dow Jones,National Security Reporter,M,16763,1089,7040,Mon Apr 13 21:51:57 +0000 2009,True,False,82.0,75.0,48.0,133.0,338.0,4,3
153181367,CHueyBurns,"Huey-Burns, Caitlin",RealClearPolitics,National Political Reporter,F,15987,1742,11891,Mon Jun 07 22:17:11 +0000 2010,True,False,284.0,127.0,26.0,99.0,536.0,4,3
68611923,VaughnHillyard,"Hillyard, Vaughn",NBC News,Unclear,M,14212,2913,13570,Tue Aug 25 04:53:55 +0000 2009,True,False,154.0,87.0,36.0,333.0,610.0,4,3
1725864385,HollyLiveFox5DC,"Morris, Holly",WTTG–Fox Television,Anchor,F,13547,742,10846,Tue Sep 03 15:26:03 +0000 2013,True,False,40.0,50.0,99.0,48.0,237.0,4,3
37965812,AnnieLinskey,"Linskey, Annie",Boston Globe,Chief National Correspondent,F,13401,1726,13385,Tue May 05 17:00:30 +0000 2009,True,False,222.0,89.0,25.0,224.0,560.0,4,3
142490217,cam_joseph,"Joseph, Cameron E.",New York Daily News,Washington Bureau Chief,M,11360,4372,14618,Tue May 11 01:10:17 +0000 2010,True,False,236.0,72.0,31.0,290.0,629.0,4,3
77920769,alexcguillen,"Guillen, Alexander",Politico,Energy Reporter,M,8363,1246,7596,Mon Sep 28 04:07:29 +0000 2009,True,False,89.0,102.0,36.0,88.0,315.0,4,3
16877032,mattacklandfox5,"Ackland, Matthew",WTTG–Fox Television,Anchor & Reporter,M,7343,1104,15555,Mon Oct 20 23:21:51 +0000 2008,True,False,153.0,43.0,46.0,119.0,361.0,4,3
