Attribute,Measure,Group,Min,Mean,Max,Stddev,
LOCATION,twitter-averageMentionsPerTweet-1,U.S.,0.025,0.025,0.025,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Kensington, MD",0.023,0.023,0.023,0,
LOCATION,twitter-averageMentionsPerTweet-1,Sometimes Washington D.C,0.024,0.024,0.024,0,
LOCATION,twitter-averageMentionsPerTweet-1,Boston,0.316,0.316,0.316,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Columbus, OH",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Maryland/Washington, DC",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,New york city,0.022,0.022,0.022,0,
LOCATION,twitter-averageMentionsPerTweet-1,Montréal Canada.,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Fairfax Station, Va",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Silver Spring, MD",0.145,0.145,0.145,0,
LOCATION,twitter-averageMentionsPerTweet-1,Where the news takes me,0.034,0.034,0.034,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC/Brooklyn, NY",0.079,0.079,0.079,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Palo Alto, CA",0.071,0.071,0.071,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Anywhere, USA",0.049,0.049,0.049,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C./Maryland",0.057,0.057,0.057,0,
LOCATION,twitter-averageMentionsPerTweet-1,"North Beach, MD",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington DC, Chicago, ROME",0.061,0.061,0.061,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Denver, Colorado",0.036,0.036,0.036,0,
LOCATION,twitter-averageMentionsPerTweet-1,"DC Based, Effective World Wide",0.114,0.114,0.114,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington DC, USA ",0.091,0.091,0.091,0,
LOCATION,twitter-averageMentionsPerTweet-1,NJ-NY,0.019,0.019,0.019,0,
LOCATION,twitter-averageMentionsPerTweet-1,@GarneyG,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"East Dover, VT",0.076,0.076,0.076,0,
LOCATION,twitter-averageMentionsPerTweet-1,"C-SPAN - Washington, DC",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Martinsburg, WV",0.091,0.091,0.091,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Miami, FL",0.015,0.015,0.015,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC | #CapitalCity",0.299,0.299,0.299,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, USA",0.303,0.303,0.303,0,
LOCATION,twitter-averageMentionsPerTweet-1,"London, United Kingdom",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,The District of Columbia,0.364,0.364,0.364,0,
LOCATION,twitter-averageMentionsPerTweet-1,Wash DC,0.023,0.037,0.052,0.015,
LOCATION,twitter-averageMentionsPerTweet-1,"Moscow, Russia",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.985841,-77.471224",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Milwaukee, WI",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"San Antonio, TX",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Fairfax, VA",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Now in D.C.,0.010,0.010,0.010,0,
LOCATION,twitter-averageMentionsPerTweet-1,PA,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Raleigh, NC",0.082,0.082,0.082,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington Bureau, Newsday",0.164,0.164,0.164,0,
LOCATION,twitter-averageMentionsPerTweet-1,DMV,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Shady Side, Md.",0.089,0.089,0.089,0,
LOCATION,twitter-averageMentionsPerTweet-1,"WH Beat, Washington, DC",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Madison, WI",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,New York metro area,0.091,0.091,0.091,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Austin, Texas & San Diego",0.018,0.018,0.018,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.81626,-77.078307",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 17.536681,-99.495555",0.364,0.364,0.364,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Memphis, TN",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C. / Tampa Bay",0.040,0.040,0.040,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Bowling Green, KY",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Earth ,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"London, UK",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Capitol Hill ,0.015,0.015,0.015,0,
LOCATION,twitter-averageMentionsPerTweet-1,Irishman in Washington,0.023,0.023,0.023,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC/Baltimore,0.364,0.364,0.364,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Charlottesville, VA",0.062,0.062,0.062,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 49.279186,-123.035336",0.013,0.013,0.013,0,
LOCATION,twitter-averageMentionsPerTweet-1,"    Washington, D.C.",0.057,0.057,0.057,0,
LOCATION,twitter-averageMentionsPerTweet-1,McLean Va./Silver Spring Md.,0.073,0.073,0.073,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Greater Washington, DC area",0.091,0.091,0.091,0,
LOCATION,twitter-averageMentionsPerTweet-1,Beijing,0.011,0.011,0.011,0,
LOCATION,twitter-averageMentionsPerTweet-1,Singapore,0.037,0.037,0.037,0,
LOCATION,twitter-averageMentionsPerTweet-1,"D.C., personal views",0.034,0.034,0.034,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington - Paris,0.073,0.073,0.073,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC Metro,0.023,0.023,0.023,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington,D.C. ",0.040,0.040,0.040,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Seoul, Republic of Korea",0.006,0.006,0.006,0,
LOCATION,twitter-averageMentionsPerTweet-1,Shanghai,0.051,0.051,0.051,0,
LOCATION,twitter-averageMentionsPerTweet-1,"College Park, Baltimore, DC",0.043,0.043,0.043,0,
LOCATION,twitter-averageMentionsPerTweet-1,Victoria.stmartin@nd.edu,0.024,0.024,0.024,0,
LOCATION,twitter-averageMentionsPerTweet-1,Reuters Washington bureau,0.044,0.044,0.044,0,
LOCATION,twitter-averageMentionsPerTweet-1,Beirut,0.013,0.013,0.013,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington. DC,0.029,0.029,0.029,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Cambridge, MA",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Outside Washington, D.C.",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"McLean, VA",0.073,0.073,0.073,0,
LOCATION,twitter-averageMentionsPerTweet-1,Somewhere in the Middle East,0.202,0.202,0.202,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Montevideo, Uruguay",0.032,0.032,0.032,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Paris, Ile-de-France",0.007,0.007,0.007,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC ,0.073,0.073,0.073,0,
LOCATION,twitter-averageMentionsPerTweet-1,YWG to DCA,0.077,0.077,0.077,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC. ,0.052,0.052,0.052,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Sydney, New South Wales",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Kaboul,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 39.054624,-77.087734",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Laguna Hills, CA",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,No Value,0,0.070,1,0.094,
LOCATION,twitter-mostMentioned-1,"Centralia, WA",0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC",0,0.010,0.101,0.016,
LOCATION,twitter-mostMentioned-1,"Washington, D. C.",8.730e-04,0.004,0.007,0.003,
LOCATION,twitter-mostMentioned-1,"I wander...Journalist, author, wanderer. Founder of @Fundaorth",0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC ",0,0.005,0.022,0.007,
LOCATION,twitter-mostMentioned-1,"Washington, D.C.",0,0.011,0.096,0.017,
LOCATION,twitter-mostMentioned-1,Washington DC,0,0.006,0.085,0.011,
LOCATION,twitter-mostMentioned-1,"Springfield, Va.",0.011,0.011,0.011,0,
LOCATION,twitter-mostMentioned-1,Task & Purpose,0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,"Arlington, Va.",4.365e-04,0.012,0.062,0.020,
LOCATION,twitter-mostMentioned-1,Washington,0,0.012,0.128,0.021,
LOCATION,twitter-mostMentioned-1,Eastern Market,0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,"Laurel, MD/Washington, D.C.",4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,Washington D.C.,0,0.008,0.118,0.017,
LOCATION,twitter-mostMentioned-1,"Los Angeles, CA",0,0.007,0.034,0.011,
LOCATION,twitter-mostMentioned-1,District of Columbia,0,0.008,0.022,0.008,
LOCATION,twitter-mostMentioned-1,"Washington, D.C., and Missouri",0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,"New York, NY",0,0.008,0.067,0.015,
LOCATION,twitter-mostMentioned-1,New Yorker in D.C. ,0.055,0.055,0.055,0,
LOCATION,twitter-mostMentioned-1,"Capitol Hill, Washington, D.C.",0.071,0.071,0.071,0,
LOCATION,twitter-mostMentioned-1,"Arlington, VA",0,0.006,0.074,0.015,
LOCATION,twitter-mostMentioned-1,"Miami Beach, FL",0.014,0.014,0.014,0,
LOCATION,twitter-mostMentioned-1,"Capitol Hill, DC",0.080,0.080,0.080,0,
LOCATION,twitter-mostMentioned-1,A hallway in the Capitol.,0.099,0.099,0.099,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC & airplanes",0.079,0.079,0.079,0,
LOCATION,twitter-mostMentioned-1,"The 703, 202, 504 or on the road",0.090,0.090,0.090,0,
LOCATION,twitter-mostMentioned-1,DC,0,0.009,0.076,0.018,
LOCATION,twitter-mostMentioned-1,Ajchavar.com,0.008,0.008,0.008,0,
LOCATION,twitter-mostMentioned-1,NY | DC,0.046,0.046,0.046,0,
LOCATION,twitter-mostMentioned-1,Davidson or D.C. or ...,0.021,0.021,0.021,0,
LOCATION,twitter-mostMentioned-1,"Washington, d.c.",4.365e-04,0.006,0.014,0.005,
LOCATION,twitter-mostMentioned-1,The Capitol,0.142,0.142,0.142,0,
LOCATION,twitter-mostMentioned-1,New York City,0,0.005,0.020,0.009,
LOCATION,twitter-mostMentioned-1,"Washington, D.C., USA",0.004,0.030,0.055,0.026,
LOCATION,twitter-mostMentioned-1,DC-area,0.031,0.031,0.031,0,
LOCATION,twitter-mostMentioned-1,Cecil D. Andrus-White Clouds Wilderness,0.023,0.023,0.023,0,
LOCATION,twitter-mostMentioned-1,"Capitol Hill, Washington",0,0.009,0.023,0.010,
LOCATION,twitter-mostMentioned-1,D.C. | Middlebury | London,0.014,0.014,0.014,0,
LOCATION,twitter-mostMentioned-1,The White House+points afield,0.040,0.040,0.040,0,
LOCATION,twitter-mostMentioned-1,The District,0.002,0.021,0.040,0.019,
LOCATION,twitter-mostMentioned-1,D.C. Metro Area,0,0.002,0.005,0.002,
LOCATION,twitter-mostMentioned-1,"Washington, DC via    & Miami.",0.051,0.051,0.051,0,
LOCATION,twitter-mostMentioned-1,Washington dc,0.002,0.005,0.010,0.004,
LOCATION,twitter-mostMentioned-1,NV → DC,0.022,0.022,0.022,0,
LOCATION,twitter-mostMentioned-1,Washington(ish),0.031,0.031,0.031,0,
LOCATION,twitter-mostMentioned-1,Washington D.C. and Jupiter Fl,0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,United States,4.365e-04,0.012,0.045,0.016,
LOCATION,twitter-mostMentioned-1,"Arlington, Virginia, USA",4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,"Arlington, Virginia",8.730e-04,0.003,0.006,0.002,
LOCATION,twitter-mostMentioned-1,"Jersey City, NJ",0.028,0.028,0.028,0,
LOCATION,twitter-mostMentioned-1,"Alexandria, VA",0,0.005,0.010,0.003,
LOCATION,twitter-mostMentioned-1,CLE-STL-ALX,0.020,0.020,0.020,0,
LOCATION,twitter-mostMentioned-1,"Shaker Heights, OH",0.020,0.020,0.020,0,
LOCATION,twitter-mostMentioned-1,Kristinawong@protonmail.com ,0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,Email: kwong@breitbart.com ,0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,"Adams Morgan, Washington",0.052,0.052,0.052,0,
LOCATION,twitter-mostMentioned-1,"Brussels, Belgium",0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,Displaced New Yorker,0.041,0.041,0.041,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C. ",0,0.006,0.023,0.007,
LOCATION,twitter-mostMentioned-1,DC via The Mitten,0.021,0.021,0.021,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C. area",4.365e-04,0.004,0.007,0.003,
LOCATION,twitter-mostMentioned-1,Blakesobczak at protonmail com,0.008,0.008,0.008,0,
LOCATION,twitter-mostMentioned-1,Washington D.C,4.365e-04,0.009,0.017,0.008,
LOCATION,twitter-mostMentioned-1,"ÜT: 40.57206,-74.327759",0.037,0.037,0.037,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C. / eenews.net",4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,D.C. via Baton Rouge,0.025,0.025,0.025,0,
LOCATION,twitter-mostMentioned-1,The Matrix,0.006,0.006,0.006,0,
LOCATION,twitter-mostMentioned-1,Washington DC region,0.007,0.007,0.007,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C./Denver",0.006,0.006,0.006,0,
LOCATION,twitter-mostMentioned-1,"Brooklyn, NY",0,0.004,0.016,0.005,
LOCATION,twitter-mostMentioned-1,"San Jose, CA",8.730e-04,8.730e-04,8.730e-04,0,
LOCATION,twitter-mostMentioned-1,"Las Vegas, NV",8.730e-04,8.730e-04,8.730e-04,0,
LOCATION,twitter-mostMentioned-1,"Baltimore, MD",4.365e-04,0.005,0.016,0.006,
LOCATION,twitter-mostMentioned-1,"Washington, DC, USA",8.730e-04,0.003,0.007,0.002,
LOCATION,twitter-mostMentioned-1,"Durham, N.C.",0.024,0.024,0.024,0,
LOCATION,twitter-mostMentioned-1,D.C.,0,0.009,0.041,0.013,
LOCATION,twitter-mostMentioned-1,DC/Scenic Silver Spring,0.014,0.014,0.014,0,
LOCATION,twitter-mostMentioned-1,Running between the wickets,0.025,0.025,0.025,0,
LOCATION,twitter-mostMentioned-1,N 51°25' 0'' / W 0°12' 0'',0,0,0,0,
LOCATION,twitter-mostMentioned-1,Maine/NoVa/WDW,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,Instagram,0.011,0.011,0.011,0,
LOCATION,twitter-mostMentioned-1,"Beast Belly, DC",8.730e-04,8.730e-04,8.730e-04,0,
LOCATION,twitter-mostMentioned-1,"Rome, Lazio",0.008,0.008,0.008,0,
LOCATION,twitter-mostMentioned-1,District of Columbia ,0.045,0.045,0.045,0,
LOCATION,twitter-mostMentioned-1,California ✈ Washington DC ,0.009,0.009,0.009,0,
LOCATION,twitter-mostMentioned-1,DC (via the Granite State),4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,1111 North Capitol NE,0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,Washington.dc/clarke county.va,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,"In and around Washington, D.C.",0.020,0.020,0.020,0,
LOCATION,twitter-mostMentioned-1,"ÜT: 38.915848,-77.03604",0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,The Green Mountains,0.030,0.030,0.030,0,
LOCATION,twitter-mostMentioned-1,"Bedford, NH / Washington, DC",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,Pacing in Capitol (ARK - DC),0.017,0.017,0.017,0,
LOCATION,twitter-mostMentioned-1,MSP,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,Washington d.c.,0.027,0.027,0.027,0,
LOCATION,twitter-mostMentioned-1,"Kansas City, MO",0.005,0.005,0.006,4.365e-04,
LOCATION,twitter-mostMentioned-1,DC via NJ/VA,0.007,0.007,0.007,0,
LOCATION,twitter-mostMentioned-1,"Washington, dc",0.001,0.006,0.011,0.004,
LOCATION,twitter-mostMentioned-1,Harlem,0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC/ Marriotts",0.014,0.014,0.014,0,
LOCATION,twitter-mostMentioned-1,"Brookland, Washington DC",0.017,0.017,0.017,0,
LOCATION,twitter-mostMentioned-1,"Petworth, Washington DC",0.017,0.017,0.017,0,
LOCATION,twitter-mostMentioned-1,Your Nation's Capitol,0.004,0.004,0.004,0,
LOCATION,twitter-mostMentioned-1,"Chapel Hill, NC",0.007,0.007,0.007,0,
LOCATION,twitter-mostMentioned-1,NYC/DC/on the road,0.024,0.024,0.024,0,
LOCATION,twitter-mostMentioned-1,The trough of disillusionment.,0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,"San Francisco, CA",0,8.730e-04,0.003,0.001,
LOCATION,twitter-mostMentioned-1,"Silver Spring, Md.",0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,"Boston, MA",0,0,0,0,
LOCATION,twitter-mostMentioned-1,Los Angeles,0,0.002,0.004,0.002,
LOCATION,twitter-mostMentioned-1,"Seattle, WA",0,0.003,0.010,0.004,
LOCATION,twitter-mostMentioned-1,"Washington DC, N.E.",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,Washington D.C. ,8.730e-04,0.008,0.012,0.004,
LOCATION,twitter-mostMentioned-1,"DC right now, Upstate New York forever",0.011,0.011,0.011,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC/Northern VA",0.004,0.004,0.004,0,
LOCATION,twitter-mostMentioned-1,NYC / DC,8.730e-04,8.730e-04,8.730e-04,0,
LOCATION,twitter-mostMentioned-1,Maryland,4.365e-04,0.002,0.004,0.001,
LOCATION,twitter-mostMentioned-1,"In D.C., homesick for L.A.",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,"In D.C., native of L.A.",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,The luminiferous aether,0.006,0.006,0.006,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC, U.S.A. ",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,"Washington D.C., mostly",0.027,0.027,0.027,0,
LOCATION,twitter-mostMentioned-1,The Wing,4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,"New York, Washington",0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,"Salisbury, MD",4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,"Annandale, VA; Washington, DC",0.020,0.020,0.020,0,
LOCATION,twitter-mostMentioned-1,"Arlington, Va",0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,"Vienna, VA",0.004,0.004,0.004,0,
LOCATION,twitter-mostMentioned-1,NE DC,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC area",0.002,0.003,0.005,0.002,
LOCATION,twitter-mostMentioned-1,"District of Columbia, USA",4.365e-04,0.003,0.009,0.003,
LOCATION,twitter-mostMentioned-1,Arlington VA,4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C. metro area",0,0,0,0,
LOCATION,twitter-mostMentioned-1,"Chicago, IL",0,9.603e-04,0.003,9.721e-04,
LOCATION,twitter-mostMentioned-1,"Alexandria, Va.",0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,NW DC,0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC/Oakton, VA",4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,Washington/Princeton,4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,South Asia,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,OC—Bay—Chicago—DC,0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,Baltimore,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,"Puerto Rico, USA",0.006,0.006,0.006,0,
LOCATION,twitter-mostMentioned-1,"D.C., via Karachi & New Haven.",0.006,0.006,0.006,0,
LOCATION,twitter-mostMentioned-1,"ÜT: 51.469447,-0.450387",0.073,0.073,0.073,0,
LOCATION,twitter-mostMentioned-1,Capitol Hill,0.076,0.076,0.076,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C.  ",0.027,0.027,0.027,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC Metro",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C",0.002,0.003,0.005,0.002,
LOCATION,twitter-mostMentioned-1,"Bethesda, Maryland",0,0,0,0,
LOCATION,twitter-mostMentioned-1,"Berlin, Germany",0.002,0.003,0.003,8.730e-04,
LOCATION,twitter-mostMentioned-1,Topside.,0.004,0.004,0.004,0,
LOCATION,twitter-mostMentioned-1,"38.90238,-77.053065",0.014,0.014,0.014,0,
LOCATION,twitter-mostMentioned-1,"Bethesda, MD",0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,USA ,0.004,0.004,0.004,0,
LOCATION,twitter-mostMentioned-1,"Your radio, every day",0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,Dc ,0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,Depends on the Day,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,"505, 202",0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,Northern Virginia,4.365e-04,0.001,0.001,4.115e-04,
LOCATION,twitter-mostMentioned-1,NYC,0.002,0.006,0.011,0.005,
LOCATION,twitter-mostMentioned-1,Washington | New York,0.006,0.006,0.006,0,
LOCATION,twitter-mostMentioned-1,Silver Spring MD,0,0,0,0,
LOCATION,twitter-mostMentioned-1,"ÜT: 38.900076,-77.008962",0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,"San Francisco, Calif. --",0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,Laurenmorello@protonmail.com,4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,"Dublin City, Ireland",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,ABC News Pentagon,0.004,0.004,0.004,0,
LOCATION,twitter-mostMentioned-1,"Washington via Tennessee, UNC, and Boston",0.068,0.068,0.068,0,
LOCATION,twitter-mostMentioned-1,"#Washington, #DC",0.021,0.021,0.021,0,
LOCATION,twitter-mostMentioned-1,New York,4.365e-04,0.002,0.005,0.002,
LOCATION,twitter-mostMentioned-1,Dherszenhorn@politico.eu,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,"New York, New York",0,0.005,0.015,0.007,
LOCATION,twitter-mostMentioned-1,Based in Annapolis & Covers DC,0,0,0,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC / nomad",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,"Savannah, GA",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,"Bengaluru, India",0,0,0,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C. via Drogheda",0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,The Island of Manhattan,8.730e-04,8.730e-04,8.730e-04,0,
LOCATION,twitter-mostMentioned-1,UK,0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,D.C. or ✈️,0.019,0.019,0.019,0,
LOCATION,twitter-mostMentioned-1,Breanna.edwards@theroot.com,0,0,0,0,
LOCATION,twitter-mostMentioned-1,Washington ,0.003,0.004,0.005,8.730e-04,
LOCATION,twitter-mostMentioned-1,"Washington, DC via PA & OH",0.008,0.008,0.008,0,
LOCATION,twitter-mostMentioned-1,Chicago West,8.730e-04,8.730e-04,8.730e-04,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC, & Atlanta, GA",0.010,0.010,0.010,0,
LOCATION,twitter-mostMentioned-1,"ÜT: 38.892696,-77.044914",0.027,0.027,0.027,0,
LOCATION,twitter-mostMentioned-1,Ny/la/rva,0.023,0.023,0.023,0,
LOCATION,twitter-mostMentioned-1,"Washington DC, Pale Blue Dot",0.006,0.006,0.006,0,
LOCATION,twitter-mostMentioned-1,US,0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,"USA TODAY, McLean, VA",0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,"Annapolis, MD",0,0.010,0.021,0.010,
LOCATION,twitter-mostMentioned-1,NPR News,0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,"Brookland, Washington, DC",0.004,0.004,0.004,0,
LOCATION,twitter-mostMentioned-1,"Washington,D.C.",0.004,0.004,0.004,0,
LOCATION,twitter-mostMentioned-1,Voice of America,4.365e-04,8.730e-04,0.001,4.365e-04,
LOCATION,twitter-mostMentioned-1,"ÜT: 38.879163,-77.015666",0.007,0.007,0.007,0,
LOCATION,twitter-mostMentioned-1,"ÜT: 38.900063,-77.008976",0.008,0.008,0.008,0,
LOCATION,twitter-mostMentioned-1,"DuPont Circle, Washington, DC",0.007,0.007,0.007,0,
LOCATION,twitter-mostMentioned-1,Washington DC or thereabouts,0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,"Atlanta, GA",0,5.456e-04,0.002,7.156e-04,
LOCATION,twitter-mostMentioned-1,"Washington, DC, and on your radio",0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,#RiseUp,0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,The nation's capital,0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,"D.C., No.Va.",4.365e-04,4.365e-04,4.365e-04,0,
LOCATION,twitter-mostMentioned-1,"Annandale, VA",0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,Rhode Island,0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,"Takoma Park, MD",0.001,0.001,0.001,0,
LOCATION,twitter-mostMentioned-1,"Washington, D.C., and around.",0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,Washington D.C. USA,0.002,0.002,0.002,0,
LOCATION,twitter-mostMentioned-1,"Washington, DC / Indianapolis",0.006,0.006,0.006,0,
LOCATION,twitter-mostMentioned-1,Kstewart@wtop.com,0.005,0.005,0.005,0,
LOCATION,twitter-mostMentioned-1,D.C./Northern VA/Maryland,0.003,0.003,0.003,0,
LOCATION,twitter-mostMentioned-1,"Maryland, USA",0,0.001,0.003,0.001,
LOCATION,twitter-mostMentioned-1,DC/Chapel Hill/Berlin,0,0,0,0,
