Token,Uid,Link
bottidavid,94609588,https://twitter.com/bottidavid
stephcondoncbs,227037531,https://twitter.com/stephcondoncbs
wheelb,19932600,https://twitter.com/wheelb
krisvancleave,57072084,https://twitter.com/krisvancleave
adammaytv,123585060,https://twitter.com/adammaytv
AdriUsero,89760116,https://twitter.com/AdriUsero
juliaboccagno,448566152,https://twitter.com/juliaboccagno
Phil_Mattingly,104914594,https://twitter.com/Phil_Mattingly
bobschieffer,18776942,https://twitter.com/bobschieffer
libcasey,36764306,https://twitter.com/libcasey
smeghaniAP,195550861,https://twitter.com/smeghaniAP
khoresht,47535387,https://twitter.com/khoresht
BBCLindle,351465905,https://twitter.com/BBCLindle
Nadiahuraimi,32451164,https://twitter.com/Nadiahuraimi
SerenaMarsh,25112718,https://twitter.com/SerenaMarsh
johnrobertsFox,20975060,https://twitter.com/johnrobertsFox
FNCKimberlyS,563031187,https://twitter.com/FNCKimberlyS
lanesam,97135722,https://twitter.com/lanesam
monack,146960180,https://twitter.com/monack
reuter_cbliving,704429962279960577,https://twitter.com/reuter_cbliving
JonelleHenry,65962672,https://twitter.com/JonelleHenry
phillyrich1,63717541,https://twitter.com/phillyrich1
TOMFOTY,18943233,https://twitter.com/TOMFOTY
stevechaggaris,14477880,https://twitter.com/stevechaggaris
MajorCBS,46176168,https://twitter.com/MajorCBS
vmontoroCSPAN,776569014,https://twitter.com/vmontoroCSPAN
ChattmanTanya,1345059673,https://twitter.com/ChattmanTanya
alanacbs,245484736,https://twitter.com/alanacbs
CGalowin,4784615048,https://twitter.com/CGalowin
alanhe,18986746,https://twitter.com/alanhe
BESorenson,169679157,https://twitter.com/BESorenson
cspanSusan,552044121,https://twitter.com/cspanSusan
ErickStakelbeck,52724312,https://twitter.com/ErickStakelbeck
netouhey,16660725,https://twitter.com/netouhey
steve_dorsey,22856985,https://twitter.com/steve_dorsey
malbertnews,36246939,https://twitter.com/malbertnews
CNHorn,199836680,https://twitter.com/CNHorn
pamcoultercbs,96569103,https://twitter.com/pamcoultercbs
tzellz,4835435632,https://twitter.com/tzellz
JSLaRocca,31060812,https://twitter.com/JSLaRocca
CaitlinHillyard,78815811,https://twitter.com/CaitlinHillyard
adamraney,16872251,https://twitter.com/adamraney
juliannagoldman,17869798,https://twitter.com/juliannagoldman
RobinGradison,305834537,https://twitter.com/RobinGradison
kylieatwood,56001656,https://twitter.com/kylieatwood
stoddrad,94116066,https://twitter.com/stoddrad
RebeccaRKaplan,109446583,https://twitter.com/RebeccaRKaplan
KatherineIorio,403830992,https://twitter.com/KatherineIorio
HowardMortman,13262862,https://twitter.com/HowardMortman
cspanDebbie,2636521628,https://twitter.com/cspanDebbie
stevejacobi,18475166,https://twitter.com/stevejacobi
brightwhitney,34414631,https://twitter.com/brightwhitney
to_fo,450687329,https://twitter.com/to_fo
JenGarrott,323979352,https://twitter.com/JenGarrott
PaulaReidCBS,212674482,https://twitter.com/PaulaReidCBS
TheBrodyFile,117082566,https://twitter.com/TheBrodyFile
Lindsey_CBS,19792457,https://twitter.com/Lindsey_CBS
WeijiaJiangTV,170699708,https://twitter.com/WeijiaJiangTV
bscanlanCSPAN,46713710,https://twitter.com/bscanlanCSPAN
robhendin,16640598,https://twitter.com/robhendin
swdoody,180633358,https://twitter.com/swdoody
maggiemazzetti,19184955,https://twitter.com/maggiemazzetti
McGarrity_G,715001155,https://twitter.com/McGarrity_G
ny_chung,112806153,https://twitter.com/ny_chung
nicninh,22295243,https://twitter.com/nicninh
GWMacGillivray,605608408,https://twitter.com/GWMacGillivray
chel1lsand,303235165,https://twitter.com/chel1lsand
RealFrankBass,549372725,https://twitter.com/RealFrankBass
LisaStark,22982676,https://twitter.com/LisaStark
JenniferWishon,21326212,https://twitter.com/JenniferWishon
TheRobinMazyck,805328677,https://twitter.com/TheRobinMazyck
MichRem,16069566,https://twitter.com/MichRem
SteveScully,24926288,https://twitter.com/SteveScully
jdickerson,4119741,https://twitter.com/jdickerson
benjamin_oc,15365623,https://twitter.com/benjamin_oc
cspanAshley,1945117730,https://twitter.com/cspanAshley
cspanMcArdle,53127197,https://twitter.com/cspanMcArdle
lisa_fletch,564028464,https://twitter.com/lisa_fletch
CSPANAdrienne,19619179,https://twitter.com/CSPANAdrienne
margbrennan,50011708,https://twitter.com/margbrennan
ArdenFarhi,22189918,https://twitter.com/ArdenFarhi
BobSpence16,1148250228,https://twitter.com/BobSpence16
nathanhurst,15617668,https://twitter.com/nathanhurst
JohnJessupCBN,183212100,https://twitter.com/JohnJessupCBN
gallaghereport,54301047,https://twitter.com/gallaghereport
PeterHyDaniels,24904553,https://twitter.com/PeterHyDaniels
pslen,26465666,https://twitter.com/pslen
TheOtherKeppler,397478799,https://twitter.com/TheOtherKeppler
News_with_Love,172482310,https://twitter.com/News_with_Love
RiegerReport,62734246,https://twitter.com/RiegerReport
MaggieVoelzke,339490785,https://twitter.com/MaggieVoelzke
scotthimelein,1035497406,https://twitter.com/scotthimelein
KelleyBVlahos,246815887,https://twitter.com/KelleyBVlahos
brithume,112047805,https://twitter.com/brithume
niagarasquare,11371612,https://twitter.com/niagarasquare
BaziKanani,209735774,https://twitter.com/BaziKanani
sramosABC,15289200,https://twitter.com/sramosABC
jonkarl,15931637,https://twitter.com/jonkarl
JustinFishelABC,570295074,https://twitter.com/JustinFishelABC
HeidiJensenABC,217387239,https://twitter.com/HeidiJensenABC
cjf39,606626730,https://twitter.com/cjf39
AliABCNews,49620730,https://twitter.com/AliABCNews
meekwire,44478236,https://twitter.com/meekwire
rickklein,18172905,https://twitter.com/rickklein
MLevineReports,162563093,https://twitter.com/MLevineReports
maryaliceparks,262691862,https://twitter.com/maryaliceparks
benyc,17883494,https://twitter.com/benyc
PierreTABC,223870860,https://twitter.com/PierreTABC
nickirossoll,227546632,https://twitter.com/nickirossoll
ArletteSaenz,21878635,https://twitter.com/ArletteSaenz
D_Steinberger,39421317,https://twitter.com/D_Steinberger
LanaZak,211330724,https://twitter.com/LanaZak
Katie_Schubauer,1911537246,https://twitter.com/Katie_Schubauer
alisawiersema,175642863,https://twitter.com/alisawiersema
marykbruce,21215620,https://twitter.com/marykbruce
acrowder0606,1603358671,https://twitter.com/acrowder0606
PaulNBlake,145456012,https://twitter.com/PaulNBlake
JackDate,26256260,https://twitter.com/JackDate
BenjaminBell,24594836,https://twitter.com/BenjaminBell
KatieKastensABC,19148372,https://twitter.com/KatieKastensABC
markorchard,16203499,https://twitter.com/markorchard
KFaulders,177028305,https://twitter.com/KFaulders
aaronernst,17447972,https://twitter.com/aaronernst
josephweber19,825248874,https://twitter.com/josephweber19
AlanFisher,19409079,https://twitter.com/AlanFisher
elizondogabriel,33647344,https://twitter.com/elizondogabriel
baysontheroad,15531387,https://twitter.com/baysontheroad
HidaNews,2350586017,https://twitter.com/HidaNews
jpballoujourn1,58287227,https://twitter.com/jpballoujourn1
PattyCulhane,257553324,https://twitter.com/PattyCulhane
lruskin,20820517,https://twitter.com/lruskin
AyanaBrickhouse,28789225,https://twitter.com/AyanaBrickhouse
michaelshure,161752401,https://twitter.com/michaelshure
GavinoGaray,228083697,https://twitter.com/GavinoGaray
mirandacgreen,94418344,https://twitter.com/mirandacgreen
mariefrail,29124721,https://twitter.com/mariefrail
JillKitchener,552226182,https://twitter.com/JillKitchener
lizalatam,60791907,https://twitter.com/lizalatam
Don_Reuters,157158598,https://twitter.com/Don_Reuters
NJFrandino,36798116,https://twitter.com/NJFrandino
anyaparampil,323494714,https://twitter.com/anyaparampil
KIAJOHNSON6,618500169,https://twitter.com/KIAJOHNSON6
erinade,142130142,https://twitter.com/erinade
JanetAdkison,2363321760,https://twitter.com/JanetAdkison
apblake,15052671,https://twitter.com/apblake
edwardnh,16400258,https://twitter.com/edwardnh
greenblattmark,26005969,https://twitter.com/greenblattmark
DanFastenberg,79023244,https://twitter.com/DanFastenberg
SimoneReports,349967181,https://twitter.com/SimoneReports
MelissaKolpak,1412065033,https://twitter.com/MelissaKolpak
AngelaMHill,22454166,https://twitter.com/AngelaMHill
RudiBakhtiar,25315560,https://twitter.com/RudiBakhtiar
Noellecs,54582378,https://twitter.com/Noellecs
Manuel_Rapalo,182085874,https://twitter.com/Manuel_Rapalo
Ellen_weiss,56776309,https://twitter.com/Ellen_weiss
Yaro_RT,132482136,https://twitter.com/Yaro_RT
vstellaj,360673047,https://twitter.com/vstellaj
SharylAttkisson,203226736,https://twitter.com/SharylAttkisson
LQwiththeNew,866753547613995008,https://twitter.com/LQwiththeNew
brinaylor,102718971,https://twitter.com/brinaylor
svdate,807975026,https://twitter.com/svdate
thejohnpoole,8737052,https://twitter.com/thejohnpoole
_amita_,16458033,https://twitter.com/_amita_
theobalcomb,45860849,https://twitter.com/theobalcomb
chanceseales,21921150,https://twitter.com/chanceseales
robsteinnews,151205768,https://twitter.com/robsteinnews
willhuntsberry,280128698,https://twitter.com/willhuntsberry
brittanykamalei,42536486,https://twitter.com/brittanykamalei
DaviSusan,151444950,https://twitter.com/DaviSusan
geewaxnpr,15908898,https://twitter.com/geewaxnpr
RobertBenincasa,77028989,https://twitter.com/RobertBenincasa
NPRrelving,301750247,https://twitter.com/NPRrelving
nprAudie,31448660,https://twitter.com/nprAudie
brettneely,107207846,https://twitter.com/brettneely
jinaewest,2602156056,https://twitter.com/jinaewest
alikodjakNPR,16579911,https://twitter.com/alikodjakNPR
DomenicoNPR,20474813,https://twitter.com/DomenicoNPR
HorsleyScott,485083111,https://twitter.com/HorsleyScott
bgordemer,108317890,https://twitter.com/bgordemer
johnson_carrie,299877078,https://twitter.com/johnson_carrie
ggrayson,16222086,https://twitter.com/ggrayson
NPRMichel,22685638,https://twitter.com/NPRMichel
NPRmelissablock,293303534,https://twitter.com/NPRmelissablock
peteroverby,15753057,https://twitter.com/peteroverby
MCrizvi,3015900740,https://twitter.com/MCrizvi
JessicaTaylor,93876666,https://twitter.com/JessicaTaylor
pergam,6828802,https://twitter.com/pergam
jmsummers,11680962,https://twitter.com/jmsummers
tongscott,14489465,https://twitter.com/tongscott
GregClugstonDC,808489458681135104,https://twitter.com/GregClugstonDC
RealClearJohn,772541328,https://twitter.com/RealClearJohn
CarolineJames1,94587897,https://twitter.com/CarolineJames1
bowdenatsky,49961378,https://twitter.com/bowdenatsky
PaulJayTRNN,16316608,https://twitter.com/PaulJayTRNN
yeshitashi,108390954,https://twitter.com/yeshitashi
dordamjee,53123487,https://twitter.com/dordamjee
nataliewins1,412583449,https://twitter.com/nataliewins1
ThomasHedgesTRN,1359737228,https://twitter.com/ThomasHedgesTRN
jimhoward529,1246438250,https://twitter.com/jimhoward529
DominicWaghorn,91103484,https://twitter.com/DominicWaghorn
JBergal,2561575580,https://twitter.com/JBergal
Jessica_Reports,14537274,https://twitter.com/Jessica_Reports
GregMilamSky,24405752,https://twitter.com/GregMilamSky
espovich,19975672,https://twitter.com/espovich
christinevestal,79262286,https://twitter.com/christinevestal
GeoffRBennett,19502995,https://twitter.com/GeoffRBennett
ajchavar,17822855,https://twitter.com/ajchavar
Sarah_K_Brooks,20797842,https://twitter.com/Sarah_K_Brooks
EllenRatner,10102072,https://twitter.com/EllenRatner
serranonews,742033345,https://twitter.com/serranonews
timskynews,48004801,https://twitter.com/timskynews
teresawiltz,45160107,https://twitter.com/teresawiltz
Heejyang,271115678,https://twitter.com/Heejyang
EricJGarland,510651008,https://twitter.com/EricJGarland
lorimontenegro,60610799,https://twitter.com/lorimontenegro
xbunderwood,2456730858,https://twitter.com/xbunderwood
Arightside,59482886,https://twitter.com/Arightside
victoriajonesdc,45005446,https://twitter.com/victoriajonesdc
ninasaada,759174171247177728,https://twitter.com/ninasaada
Geneva_Sands,16248209,https://twitter.com/Geneva_Sands
PDockinsVOA,2810732122,https://twitter.com/PDockinsVOA
YuliaVOA,164708043,https://twitter.com/YuliaVOA
VMMacchi,342274679,https://twitter.com/VMMacchi
ariashe,18737768,https://twitter.com/ariashe
JMaloneVOA,444774270,https://twitter.com/JMaloneVOA
87films,16979745,https://twitter.com/87films
mozgovaya,18487710,https://twitter.com/mozgovaya
VOAVinceMakori,633068722,https://twitter.com/VOAVinceMakori
ArashArabasadi,280490386,https://twitter.com/ArashArabasadi
Emily_DeRuy,174093269,https://twitter.com/Emily_DeRuy
mitzimacias,69640204,https://twitter.com/mitzimacias
LoriLundin,838969009,https://twitter.com/LoriLundin
rlphrobinson,498224662,https://twitter.com/rlphrobinson
Carita18,19404971,https://twitter.com/Carita18
CGuensburg,190654426,https://twitter.com/CGuensburg
jprleroy28,635620958,https://twitter.com/jprleroy28
luism8989,133074740,https://twitter.com/luism8989
CarlaBabbVOA,16891240,https://twitter.com/CarlaBabbVOA
Shawna,1025521,https://twitter.com/Shawna
MBowmanVOA,2533025100,https://twitter.com/MBowmanVOA
yunisalim,86143269,https://twitter.com/yunisalim
BelloGaladanchi,31572812,https://twitter.com/BelloGaladanchi
StevenASpringer,16817311,https://twitter.com/StevenASpringer
aru_pande,762010286,https://twitter.com/aru_pande
rongxiang,140901881,https://twitter.com/rongxiang
AbdulazizOsman,391791427,https://twitter.com/AbdulazizOsman
lourdesmeluza,262800581,https://twitter.com/lourdesmeluza
carlstwitt,3014741,https://twitter.com/carlstwitt
kyatha,40420958,https://twitter.com/kyatha
bensharon,36380089,https://twitter.com/bensharon
kyaw_kt,39165354,https://twitter.com/kyaw_kt
FPizarro_DC,319689712,https://twitter.com/FPizarro_DC
washradio,1719198554,https://twitter.com/washradio
McKennaEwen,16382386,https://twitter.com/McKennaEwen
AnthonyJRivera,17874756,https://twitter.com/AnthonyJRivera
gbrockell,235664740,https://twitter.com/gbrockell
JCruzWSJ,4787966781,https://twitter.com/JCruzWSJ
Maddie_Marshall,72473481,https://twitter.com/Maddie_Marshall
Maureen10TV,22689414,https://twitter.com/Maureen10TV
aprilchunko,123942633,https://twitter.com/aprilchunko
quit1712,495363189,https://twitter.com/quit1712
ABC7Bri,185206779,https://twitter.com/ABC7Bri
Mynellies,36453852,https://twitter.com/Mynellies
EdwinPitti,53709616,https://twitter.com/EdwinPitti
dcnewsblues,23443084,https://twitter.com/dcnewsblues
ABC7Maureen,57072790,https://twitter.com/ABC7Maureen
ABC7Autria,161298188,https://twitter.com/ABC7Autria
CostantiniWW1,114015870,https://twitter.com/CostantiniWW1
ABC7John,63189965,https://twitter.com/ABC7John
ABC7Suzanne,30226183,https://twitter.com/ABC7Suzanne
ABC7Sam,54261520,https://twitter.com/ABC7Sam
jribas,15235581,https://twitter.com/jribas
Bruce_DePuyt,57656702,https://twitter.com/Bruce_DePuyt
AnnaMariaDP,159278421,https://twitter.com/AnnaMariaDP
KgriggsPhoto,2675596508,https://twitter.com/KgriggsPhoto
ABC7Brett,274114434,https://twitter.com/ABC7Brett
ABC7Mitch,844464884,https://twitter.com/ABC7Mitch
mrfire,14090931,https://twitter.com/mrfire
abc7jeffg,168738167,https://twitter.com/abc7jeffg
chrispapst,151506204,https://twitter.com/chrispapst
real_marioramos,14166677,https://twitter.com/real_marioramos
kellylamp,106159200,https://twitter.com/kellylamp
Liquidsolutions,102391228,https://twitter.com/Liquidsolutions
ScottThuman,21922229,https://twitter.com/ScottThuman
ABC7Holly,185883222,https://twitter.com/ABC7Holly
WREGSara,231205619,https://twitter.com/WREGSara
SweeneyABC,455824116,https://twitter.com/SweeneyABC
ABC7Suiters,96230455,https://twitter.com/ABC7Suiters
Mattr_Murray,28270653,https://twitter.com/Mattr_Murray
SWINTERSMITH,213396616,https://twitter.com/SWINTERSMITH
erika_news,219481669,https://twitter.com/erika_news
JGlickWNEW,2890077330,https://twitter.com/JGlickWNEW
NATASHACOPELAND,63734363,https://twitter.com/NATASHACOPELAND
eyezediting,36077613,https://twitter.com/eyezediting
MoletteGreen,334388427,https://twitter.com/MoletteGreen
LaurNBC,257623434,https://twitter.com/LaurNBC
KrisAnkarlo,900395971,https://twitter.com/KrisAnkarlo
nbcphotog35,429938737,https://twitter.com/nbcphotog35
gatormikenews,16100860,https://twitter.com/gatormikenews
RonLeidelmeyer,2252623176,https://twitter.com/RonLeidelmeyer
jackiebensen,273576271,https://twitter.com/jackiebensen
clawrencenbc,85282028,https://twitter.com/clawrencenbc
saratheproducer,31768589,https://twitter.com/saratheproducer
JaredGRuderman,388583060,https://twitter.com/JaredGRuderman
CamThompsonWNEW,315871629,https://twitter.com/CamThompsonWNEW
charlienbc,53474981,https://twitter.com/charlienbc
P_H_Leahigh,2324092602,https://twitter.com/P_H_Leahigh
nbcaaron,235216696,https://twitter.com/nbcaaron
tnsarge,24179720,https://twitter.com/tnsarge
KD8844,26886636,https://twitter.com/KD8844
DawsonRob,94144496,https://twitter.com/DawsonRob
MacFarlaneNews,20280088,https://twitter.com/MacFarlaneNews
gloriaminott,2453025128,https://twitter.com/gloriaminott
Fox5Kyle,16605494,https://twitter.com/Fox5Kyle
PattiNBC4,2587931953,https://twitter.com/PattiNBC4
NickWTOP,833812824,https://twitter.com/NickWTOP
bartonwtop,475110527,https://twitter.com/bartonwtop
austinreeves,71054946,https://twitter.com/austinreeves
amaxsmith,44951698,https://twitter.com/amaxsmith
JennVasquez_DC,321797990,https://twitter.com/JennVasquez_DC
McConnellWTOP,385438570,https://twitter.com/McConnellWTOP
AlexandraFox5DC,613491892,https://twitter.com/AlexandraFox5DC
TraceeWilkins,257508417,https://twitter.com/TraceeWilkins
mbaschWTOP,18742338,https://twitter.com/mbaschWTOP
jwpipes,2325837557,https://twitter.com/jwpipes
DaveFox5DC,1897708044,https://twitter.com/DaveFox5DC
darcyspencer,176417261,https://twitter.com/darcyspencer
BrianOliger,17902722,https://twitter.com/BrianOliger
TonyPerkinsFOX5,1928468941,https://twitter.com/TonyPerkinsFOX5
tomsherwood,49793110,https://twitter.com/tomsherwood
KStewartWTOP,19666071,https://twitter.com/KStewartWTOP
newsoutoffocus,1469733152,https://twitter.com/newsoutoffocus
jamieforzato,24903546,https://twitter.com/jamieforzato
HollyLiveFox5DC,1725864385,https://twitter.com/HollyLiveFox5DC
stevechenevey,108080788,https://twitter.com/stevechenevey
AugensteinWTOP,18732606,https://twitter.com/AugensteinWTOP
mmasecchia,24168646,https://twitter.com/mmasecchia
DerrickWard4,265969984,https://twitter.com/DerrickWard4
JSonnheim,103961877,https://twitter.com/JSonnheim
fox5melanie,263964491,https://twitter.com/fox5melanie
JFrayWTOP,414818069,https://twitter.com/JFrayWTOP
mmillerwtop,476041491,https://twitter.com/mmillerwtop
ricknbc,380355731,https://twitter.com/ricknbc
DickUliano,211875645,https://twitter.com/DickUliano
willcockey,3316761453,https://twitter.com/willcockey
Fox5TerriT,1927446103,https://twitter.com/Fox5TerriT
JoanieVas,104584070,https://twitter.com/JoanieVas
MolaReports,825763346,https://twitter.com/MolaReports
hbwx,63149389,https://twitter.com/hbwx
AndreaMcCarren,243470492,https://twitter.com/AndreaMcCarren
brucejohnson9,54891614,https://twitter.com/brucejohnson9
HankSilverberg,205360834,https://twitter.com/HankSilverberg
BlairWheelerTV,33910029,https://twitter.com/BlairWheelerTV
obedienttither,45787554,https://twitter.com/obedienttither
SteveWmsFox5,17103960,https://twitter.com/SteveWmsFox5
RamirezReports,347404913,https://twitter.com/RamirezReports
PeggyTV,16062247,https://twitter.com/PeggyTV
mikehydeck,175384910,https://twitter.com/mikehydeck
erinwusa9,823772672,https://twitter.com/erinwusa9
wendybbailey,413255861,https://twitter.com/wendybbailey
KristenBerset,15523344,https://twitter.com/KristenBerset
IleanaMDiaz,14655023,https://twitter.com/IleanaMDiaz
ariellebuchmann,267548482,https://twitter.com/ariellebuchmann
fuhrball77,617642446,https://twitter.com/fuhrball77
janjeffcoat,24167813,https://twitter.com/janjeffcoat
jaymishkin,18606607,https://twitter.com/jaymishkin
scottbroom,17115027,https://twitter.com/scottbroom
AnnieYuFox5,18947832,https://twitter.com/AnnieYuFox5
abuddy,18794402,https://twitter.com/abuddy
_CamilleMoore_,1128383054,https://twitter.com/_CamilleMoore_
Ciscovaras,72965732,https://twitter.com/Ciscovaras
nleimbach,425991990,https://twitter.com/nleimbach
deliangoncalves,139856067,https://twitter.com/deliangoncalves
eriklee136,187963645,https://twitter.com/eriklee136
RussPtacek,196336073,https://twitter.com/RussPtacek
BruceLeshan,23773209,https://twitter.com/BruceLeshan
SWilsonProducer,16192862,https://twitter.com/SWilsonProducer
leslifoster,16223917,https://twitter.com/leslifoster
mcgintyman,16246426,https://twitter.com/mcgintyman
metainthenews,161307835,https://twitter.com/metainthenews
J_Policastro,49187334,https://twitter.com/J_Policastro
ChrisJansing,238259855,https://twitter.com/ChrisJansing
Ed_Demaria,234879892,https://twitter.com/Ed_Demaria
GirishJuneja,22312576,https://twitter.com/GirishJuneja
rahulbali,19197977,https://twitter.com/rahulbali
AmandaLeeHouse,271160889,https://twitter.com/AmandaLeeHouse
csanvido,1206440155,https://twitter.com/csanvido
ChasePipkin,292663862,https://twitter.com/ChasePipkin
NikolenDC,76601805,https://twitter.com/NikolenDC
noreensnasir,46991350,https://twitter.com/noreensnasir
PeterZampa,1869598704,https://twitter.com/PeterZampa
RickBooneNews,51256844,https://twitter.com/RickBooneNews
SuzGamboa,15919256,https://twitter.com/SuzGamboa
emcmanamon,31322855,https://twitter.com/emcmanamon
NosyNewser,198503505,https://twitter.com/NosyNewser
mmurraypolitics,92079350,https://twitter.com/mmurraypolitics
brittemorris,182118984,https://twitter.com/brittemorris
elysepg,18992816,https://twitter.com/elysepg
SuzyKhimm,18174520,https://twitter.com/SuzyKhimm
ashleyebrown44,49792913,https://twitter.com/ashleyebrown44
SarahBakerNBC,448295627,https://twitter.com/SarahBakerNBC
mcho24,261763904,https://twitter.com/mcho24
VaughnHillyard,68611923,https://twitter.com/VaughnHillyard
liciahesse,278854387,https://twitter.com/liciahesse
JenniferDavisDC,78716595,https://twitter.com/JenniferDavisDC
NeilWMcCabe,304988603,https://twitter.com/NeilWMcCabe
CalNBC,17348735,https://twitter.com/CalNBC
maggiemfox,19164430,https://twitter.com/maggiemfox
KathHL,104647040,https://twitter.com/KathHL
LACaldwellDC,56552341,https://twitter.com/LACaldwellDC
tomcostellonbc,140863851,https://twitter.com/tomcostellonbc
HardballChris,48802204,https://twitter.com/HardballChris
amollenbeckKFI,16583685,https://twitter.com/amollenbeckKFI
jordanjfrasier,15606793,https://twitter.com/jordanjfrasier
AixaHearstTV,491421325,https://twitter.com/AixaHearstTV
shlemon,39901267,https://twitter.com/shlemon
steve_doty,29260421,https://twitter.com/steve_doty
gregmartin18,19222383,https://twitter.com/gregmartin18
AndrewNBCNews,24464743,https://twitter.com/AndrewNBCNews
scottwfoster,120202126,https://twitter.com/scottwfoster
kimspencer,15266255,https://twitter.com/kimspencer
AlexMillerNews,228474571,https://twitter.com/AlexMillerNews
Rachel_Fazio,608425107,https://twitter.com/Rachel_Fazio
D_Polichick,132992832,https://twitter.com/D_Polichick
SloanDickey,105187215,https://twitter.com/SloanDickey
AlexNBCNews,163995093,https://twitter.com/AlexNBCNews
harry_horton,140144781,https://twitter.com/harry_horton
JoeLordJones1,483033468,https://twitter.com/JoeLordJones1
brookebrower,46662081,https://twitter.com/brookebrower
PGWinDC,347191759,https://twitter.com/PGWinDC
nmcucchiara,116767240,https://twitter.com/nmcucchiara
LMcDevitt,74730294,https://twitter.com/LMcDevitt
perrybaconjr,20815668,https://twitter.com/perrybaconjr
AlexYoder,16408708,https://twitter.com/AlexYoder
