Token,Uid,Link
jamesoliphant,14660096,https://twitter.com/jamesoliphant
KyleTrygstad,160561302,https://twitter.com/KyleTrygstad
jessebyrnes,365694250,https://twitter.com/jessebyrnes
DavidEldridge,14305039,https://twitter.com/DavidEldridge
elizabethjdias,177336591,https://twitter.com/elizabethjdias
haleybureau,52797896,https://twitter.com/haleybureau
cyram,17634686,https://twitter.com/cyram
AndrewUjifusa,211258358,https://twitter.com/AndrewUjifusa
skinnerliz,231454384,https://twitter.com/skinnerliz
klunney,17517737,https://twitter.com/klunney
BlakeSobczak,305649821,https://twitter.com/BlakeSobczak
LFFriedman,30927826,https://twitter.com/LFFriedman
DavidFerris,21314067,https://twitter.com/DavidFerris
MrWalterShapiro,185360823,https://twitter.com/MrWalterShapiro
geofkoss,177944746,https://twitter.com/geofkoss
cgewertz,60907150,https://twitter.com/cgewertz
Christa_Mars,58812520,https://twitter.com/Christa_Mars
AriannaProthero,174670082,https://twitter.com/AriannaProthero
benhulac,72949789,https://twitter.com/benhulac
ArielWittenberg,37063081,https://twitter.com/ArielWittenberg
joshkurtznews,2961054832,https://twitter.com/joshkurtznews
Chemnipot,314099893,https://twitter.com/Chemnipot
KevinBogardus,373551099,https://twitter.com/KevinBogardus
MarkSchoeff,314149528,https://twitter.com/MarkSchoeff
PeteBehrEENews,267210696,https://twitter.com/PeteBehrEENews
kmanzo,18991192,https://twitter.com/kmanzo
MHobsonEENEWS,1281620174,https://twitter.com/MHobsonEENEWS
ha_nah_nah,12859772,https://twitter.com/ha_nah_nah
JuliaLitt,2476877136,https://twitter.com/JuliaLitt
pamelalauren,24692390,https://twitter.com/pamelalauren
NikkiSchwab,8162322,https://twitter.com/NikkiSchwab
ManuelQ,23247996,https://twitter.com/ManuelQ
Keith_Laing,130274805,https://twitter.com/Keith_Laing
SeanatGreenwire,325615084,https://twitter.com/SeanatGreenwire
amycarlile,21774229,https://twitter.com/amycarlile
C_C_Mitchell,288873580,https://twitter.com/C_C_Mitchell
CorbinHiar,81168795,https://twitter.com/CorbinHiar
sfpathe,550762459,https://twitter.com/sfpathe
ameliagruber,132981595,https://twitter.com/ameliagruber
newspeg,16204034,https://twitter.com/newspeg
Joseph_Marks_,280299519,https://twitter.com/Joseph_Marks_
SchoolLawBlog,1857967946,https://twitter.com/SchoolLawBlog
cclarkjedd,224398965,https://twitter.com/cclarkjedd
tmawelsh,69706170,https://twitter.com/tmawelsh
arogDC,943814922,https://twitter.com/arogDC
hbottemiller,26953478,https://twitter.com/hbottemiller
BresPolitico,217550862,https://twitter.com/BresPolitico
HotlineJosh,21612122,https://twitter.com/HotlineJosh
Cory_Bennett,66709517,https://twitter.com/Cory_Bennett
ArthurAllen202,2461913161,https://twitter.com/ArthurAllen202
squinton_states,216549433,https://twitter.com/squinton_states
pauldemko,16067683,https://twitter.com/pauldemko
RonBrownstein,731167584,https://twitter.com/RonBrownstein
michaelcrowley,87063281,https://twitter.com/michaelcrowley
Jason_Plautz,568565386,https://twitter.com/Jason_Plautz
JuleykaLantigua,49805751,https://twitter.com/JuleykaLantigua
GrantGross,16328195,https://twitter.com/GrantGross
kpolantz,273700859,https://twitter.com/kpolantz
Tonymauro,19206876,https://twitter.com/Tonymauro
jenliberto,22835289,https://twitter.com/jenliberto
nancook,26520417,https://twitter.com/nancook
byersalex,17289717,https://twitter.com/byersalex
staylor5448,106511700,https://twitter.com/staylor5448
KimberlyRailey,632992714,https://twitter.com/KimberlyRailey
katieglueck,154985728,https://twitter.com/katieglueck
sam_baker,15780280,https://twitter.com/sam_baker
Mr_Berman,245572815,https://twitter.com/Mr_Berman
eyokley,17827531,https://twitter.com/eyokley
GlennThrush,19107878,https://twitter.com/GlennThrush
Zachary,749303,https://twitter.com/Zachary
dariustahir,55874399,https://twitter.com/dariustahir
Temple_West,17765641,https://twitter.com/Temple_West
kathrynwolfe,48125246,https://twitter.com/kathrynwolfe
JAscholtes,747876121,https://twitter.com/JAscholtes
dsamuelsohn,15993122,https://twitter.com/dsamuelsohn
TimothyNoah1,437019753,https://twitter.com/TimothyNoah1
SchreckReports,951915308,https://twitter.com/SchreckReports
brettnorman,53222666,https://twitter.com/brettnorman
ec_schneider,462169232,https://twitter.com/ec_schneider
eschor,46417885,https://twitter.com/eschor
apalmerdc,77032777,https://twitter.com/apalmerdc
timstarks,46927338,https://twitter.com/timstarks
theabstoddard,4902064493,https://twitter.com/theabstoddard
nahaltoosi,76611108,https://twitter.com/nahaltoosi
JakeSherman,21252618,https://twitter.com/JakeSherman
David_Pittman,27710985,https://twitter.com/David_Pittman
seungminkim,19186003,https://twitter.com/seungminkim
michaelkruse,16291449,https://twitter.com/michaelkruse
JennyHops,528949429,https://twitter.com/JennyHops
marianne_levine,1684234034,https://twitter.com/marianne_levine
NolanDMcCaskill,3044840091,https://twitter.com/NolanDMcCaskill
ashleyrgold,137734165,https://twitter.com/ashleyrgold
burgessev,407013776,https://twitter.com/burgessev
joshgerstein,64916983,https://twitter.com/joshgerstein
khefling,15485844,https://twitter.com/khefling
Hadas_Gold,70511174,https://twitter.com/Hadas_Gold
Timothy_Cama,22508206,https://twitter.com/Timothy_Cama
jordainc,27756540,https://twitter.com/jordainc
BobCusack,266830495,https://twitter.com/BobCusack
bkamisar,89237846,https://twitter.com/bkamisar
LA_Hagen,426396509,https://twitter.com/LA_Hagen
JonEasley,165998897,https://twitter.com/JonEasley
alexanderbolton,108985543,https://twitter.com/alexanderbolton
marinakoren,142359854,https://twitter.com/marinakoren
cimarcos,250912539,https://twitter.com/cimarcos
JusticeGGreen,252773615,https://twitter.com/JusticeGGreen
scottwongDC,136550204,https://twitter.com/scottwongDC
PeterSullivan4,369534928,https://twitter.com/PeterSullivan4
nora_kelly,146585071,https://twitter.com/nora_kelly
LeoShane,16547587,https://twitter.com/LeoShane
Emily_DeRuy,174093269,https://twitter.com/Emily_DeRuy
priscialva,553840400,https://twitter.com/priscialva
ckmarie,16228326,https://twitter.com/ckmarie
NCaplanBricker,591204352,https://twitter.com/NCaplanBricker
dylanlscott,118130765,https://twitter.com/dylanlscott
reporterjoe,9126752,https://twitter.com/reporterjoe
StephenLosey,420832039,https://twitter.com/StephenLosey
mcottle,60602656,https://twitter.com/mcottle
JohnBJudis,1415695681,https://twitter.com/JohnBJudis
caitlinmacneal,243212564,https://twitter.com/caitlinmacneal
DCGaryG,13304022,https://twitter.com/DCGaryG
jfischman,29580450,https://twitter.com/jfischman
Dina_Maron,520766752,https://twitter.com/Dina_Maron
BrianJScheid,1633828237,https://twitter.com/BrianJScheid
MikeSacksEsq,90478926,https://twitter.com/MikeSacksEsq
WatermanReports,497455568,https://twitter.com/WatermanReports
obrienc2,182627613,https://twitter.com/obrienc2
KatiePavlich,48459553,https://twitter.com/KatiePavlich
AndyMedici,40055186,https://twitter.com/AndyMedici
calabresim,1968846060,https://twitter.com/calabresim
AmandaAMunoz,1563983299,https://twitter.com/AmandaAMunoz
JillDLawrence,47415772,https://twitter.com/JillDLawrence
jmooreDC,334205603,https://twitter.com/jmooreDC
laurenonthehill,96405362,https://twitter.com/laurenonthehill
Philip_Elliott,16898332,https://twitter.com/Philip_Elliott
mVespa1,353866329,https://twitter.com/mVespa1
Sam_Frizell,191049947,https://twitter.com/Sam_Frizell
m_rhodan,482301201,https://twitter.com/m_rhodan
PDShinkman,41653798,https://twitter.com/PDShinkman
stevennelson10,47893782,https://twitter.com/stevennelson10
MilliganSusan,539229153,https://twitter.com/MilliganSusan
ZekeJMiller,21316253,https://twitter.com/ZekeJMiller
gabbilevy,16434028,https://twitter.com/gabbilevy
vermontgmg,926601,https://twitter.com/vermontgmg
davejohndc,301544014,https://twitter.com/davejohndc
B_resnick,300552750,https://twitter.com/B_resnick
rschles,42352386,https://twitter.com/rschles
LeahBarkoukis,333005530,https://twitter.com/LeahBarkoukis
chriswilsondc,15741451,https://twitter.com/chriswilsondc
StevenSternberg,11579212,https://twitter.com/StevenSternberg
kelsey_snell,82151660,https://twitter.com/kelsey_snell
JNSmall,14049145,https://twitter.com/JNSmall
SKLevine,349394162,https://twitter.com/SKLevine
VerbDC,579560688,https://twitter.com/VerbDC
Pat_Garofalo,356564509,https://twitter.com/Pat_Garofalo
tcberenson,1499145156,https://twitter.com/tcberenson
leonardkl,52282776,https://twitter.com/leonardkl
ryanbeckwith,16459325,https://twitter.com/ryanbeckwith
davecclarke,135558864,https://twitter.com/davecclarke
alneuhauser,131552659,https://twitter.com/alneuhauser
jameshohmann,24439201,https://twitter.com/jameshohmann
Jordanfabian,47632905,https://twitter.com/Jordanfabian
elizacollins1,264025526,https://twitter.com/elizacollins1
misswilson,18992437,https://twitter.com/misswilson
NiallStanage,24951142,https://twitter.com/NiallStanage
eliseviebeck,154909422,https://twitter.com/eliseviebeck
aaltman82,243725308,https://twitter.com/aaltman82
Kimkd512,247441640,https://twitter.com/Kimkd512
VickoftheHill,11702412,https://twitter.com/VickoftheHill
crousselle,16812908,https://twitter.com/crousselle
dweaverTheHill,2729582012,https://twitter.com/dweaverTheHill
timdevaney,138774153,https://twitter.com/timdevaney
WheelerLydia,351034720,https://twitter.com/WheelerLydia
mchalfant16,412791809,https://twitter.com/mchalfant16
peteschroeder,14659350,https://twitter.com/peteschroeder
EdWeekMMolnar,1586584676,https://twitter.com/EdWeekMMolnar
svdate,807975026,https://twitter.com/svdate
evanlehmann,347466521,https://twitter.com/evanlehmann
nhheikkinen,50854062,https://twitter.com/nhheikkinen
MichelleTan32,486994518,https://twitter.com/MichelleTan32
EWmdavis,93780708,https://twitter.com/EWmdavis
KateBennett_DC,55369810,https://twitter.com/KateBennett_DC
rebeccarnelson,42142849,https://twitter.com/rebeccarnelson
JenniferYachnin,126719717,https://twitter.com/JenniferYachnin
leighmunsil,18501487,https://twitter.com/leighmunsil
atsneed,16800722,https://twitter.com/atsneed
NoelleStraub,390306479,https://twitter.com/NoelleStraub
MeghannReports,1152617791,https://twitter.com/MeghannReports
bridgetbhc,474974313,https://twitter.com/bridgetbhc
apeterka,16910688,https://twitter.com/apeterka
MikeSoraghan,15497533,https://twitter.com/MikeSoraghan
umairfan,177822689,https://twitter.com/umairfan
lucia_graves,32995184,https://twitter.com/lucia_graves
km_peters,958323990,https://twitter.com/km_peters
drsuperville,487791792,https://twitter.com/drsuperville
ZoeTillman,52392666,https://twitter.com/ZoeTillman
Emma_Dumain,243337600,https://twitter.com/Emma_Dumain
jeremyherb,150686538,https://twitter.com/jeremyherb
rbravender,83636590,https://twitter.com/rbravender
MBFretirepro,146095202,https://twitter.com/MBFretirepro
ravindranize,163313441,https://twitter.com/ravindranize
DHBerman,21842781,https://twitter.com/DHBerman
HMNorthey,14999172,https://twitter.com/HMNorthey
Stephen_Sawchuk,59507002,https://twitter.com/Stephen_Sawchuk
RodKuckro,1107303859,https://twitter.com/RodKuckro
TPM_dk,15906481,https://twitter.com/TPM_dk
EricM_Katz,872421781,https://twitter.com/EricM_Katz
camilletuutti,187770145,https://twitter.com/camilletuutti
TalKopan,159655293,https://twitter.com/TalKopan
JennyMandel1,1468117987,https://twitter.com/JennyMandel1
Bradford_PI,833989110,https://twitter.com/Bradford_PI
CavasShips,373992687,https://twitter.com/CavasShips
nielslesniewski,140286364,https://twitter.com/nielslesniewski
CorrinAmber,171212125,https://twitter.com/CorrinAmber
ellengilmer,116953703,https://twitter.com/ellengilmer
bill_lucia,477434418,https://twitter.com/bill_lucia
BennettJohnT,45828171,https://twitter.com/BennettJohnT
jasonjdick,217530311,https://twitter.com/jasonjdick
LianaLoewus,123878155,https://twitter.com/LianaLoewus
andrewtilghman,40315826,https://twitter.com/andrewtilghman
EdWeekSCavanagh,182005056,https://twitter.com/EdWeekSCavanagh
eemershon,158826094,https://twitter.com/eemershon
davidhawkings,218982732,https://twitter.com/davidhawkings
JeffSchogol,16949386,https://twitter.com/JeffSchogol
tparti,47837269,https://twitter.com/tparti
AaronMehta,103016675,https://twitter.com/AaronMehta
mjkorade,526784196,https://twitter.com/mjkorade
EricMGarcia,25702314,https://twitter.com/EricMGarcia
Frank_Konkel,634647798,https://twitter.com/Frank_Konkel
emilyhholden,240135871,https://twitter.com/emilyhholden
KarenJowers,3035127837,https://twitter.com/KarenJowers
JoelKirkland2,1426382581,https://twitter.com/JoelKirkland2
gayathriv,21512767,https://twitter.com/gayathriv
mkraju,39155029,https://twitter.com/mkraju
yehle,15925218,https://twitter.com/yehle
EvieBlad,824116194,https://twitter.com/EvieBlad
Federal_IT,2801107696,https://twitter.com/Federal_IT
DylanBrown26,376581753,https://twitter.com/DylanBrown26
MHvdickson,2174929682,https://twitter.com/MHvdickson
JenJudson,15567780,https://twitter.com/JenJudson
WARojas,14763834,https://twitter.com/WARojas
casamuels,14313289,https://twitter.com/casamuels
RebeccaShabad,19195094,https://twitter.com/RebeccaShabad
FoxReports,360080772,https://twitter.com/FoxReports
JimmyHKoo,937099921,https://twitter.com/JimmyHKoo
Jay_Horowitz,33139474,https://twitter.com/Jay_Horowitz
kenvogel,112526560,https://twitter.com/kenvogel
rebeccamkern,15582894,https://twitter.com/rebeccamkern
nancyscola,4607,https://twitter.com/nancyscola
RyanBBeene,48807855,https://twitter.com/RyanBBeene
MaggieSeverns,185680080,https://twitter.com/MaggieSeverns
kperine,15767520,https://twitter.com/kperine
jonathanvswan,327862439,https://twitter.com/jonathanvswan
swheaton,3648061,https://twitter.com/swheaton
jackshafer,12245632,https://twitter.com/jackshafer
caraleeadams,117222301,https://twitter.com/caraleeadams
kristina_wong,18482836,https://twitter.com/kristina_wong
colinwilhelm,242169927,https://twitter.com/colinwilhelm
JNicholsonInDC,195840597,https://twitter.com/JNicholsonInDC
JasminMelvin,91156486,https://twitter.com/JasminMelvin
politicoroger,308233424,https://twitter.com/politicoroger
MaryAnnePaz1,704826411719110656,https://twitter.com/MaryAnnePaz1
beverstine,15510768,https://twitter.com/beverstine
StevenTDennis,46557945,https://twitter.com/StevenTDennis
mkloughran,161286041,https://twitter.com/mkloughran
TerenceHyland,2385474493,https://twitter.com/TerenceHyland
RebeccaEHoffman,842787331224584192,https://twitter.com/RebeccaEHoffman
patriciakime,37526845,https://twitter.com/patriciakime
AriNatter,573149116,https://twitter.com/AriNatter
margyslattery,170694418,https://twitter.com/margyslattery
KristynHyland,2841927731,https://twitter.com/KristynHyland
benjaminpenn,204823934,https://twitter.com/benjaminpenn
AlexParkerDC,275207082,https://twitter.com/AlexParkerDC
POLITICO_Steve,21800063,https://twitter.com/POLITICO_Steve
DavidNather,340997626,https://twitter.com/DavidNather
JessieKamens,2493482264,https://twitter.com/JessieKamens
KubetinR,2174211367,https://twitter.com/KubetinR
TomRisen,25465131,https://twitter.com/TomRisen
rachanadixit,247852986,https://twitter.com/rachanadixit
AMazumdar_IP,609216909,https://twitter.com/AMazumdar_IP
BillFreebairn,525687528,https://twitter.com/BillFreebairn
andclev,946349748,https://twitter.com/andclev
tradereporter,83616201,https://twitter.com/tradereporter
perpleckst,1364920530,https://twitter.com/perpleckst
MissBeaE,43078558,https://twitter.com/MissBeaE
AnnElizabeth18,64320126,https://twitter.com/AnnElizabeth18
caitlinnowens,381664207,https://twitter.com/caitlinnowens
kevcirilli,15570213,https://twitter.com/kevcirilli
BronwynMixter,2194802730,https://twitter.com/BronwynMixter
energymetrodesk,27903091,https://twitter.com/energymetrodesk
BillTomson4,1676010254,https://twitter.com/BillTomson4
dnvolz,23664429,https://twitter.com/dnvolz
PoliticoKevin,163589845,https://twitter.com/PoliticoKevin
rachelpleven,104938186,https://twitter.com/rachelpleven
theodoricmeyer,184143817,https://twitter.com/theodoricmeyer
sahilkapur,19847765,https://twitter.com/sahilkapur
abwrig,316375309,https://twitter.com/abwrig
MauraReynolds,518956775,https://twitter.com/MauraReynolds
AndrewRestuccia,165204211,https://twitter.com/AndrewRestuccia
ErinMcManus15,831972200014045191,https://twitter.com/ErinMcManus15
llabrecqueindc,708377337449029632,https://twitter.com/llabrecqueindc
samrpearson,17791114,https://twitter.com/samrpearson
